# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,6.563011019443085485e-04,2.666925031543424668e-03,3.454862744079380526e-03,2.939828587762608348e-03,7.771890542674218978e-04,3.495534426273961236e-03,2.368436575229619385e-03,2.687725665371962572e-03,8.076865332674980358e-04
-1.096093750000000000e+01,8.947552463139883108e-04,3.049999569659259287e-03,4.007589293743355797e-03,3.465143709641197323e-03,8.808005987366692357e-04,4.117559984978396391e-03,2.778014103711751084e-03,3.316697639860498315e-03,1.042905061803951934e-03
-1.060156250000000000e+01,1.174643202072544633e-03,3.583290694937474579e-03,4.608406656501083318e-03,4.191910981165343497e-03,1.091252129306452719e-03,4.760682818814792466e-03,3.474508134101924293e-03,3.942150228500419275e-03,1.251831464200280119e-03
-1.024218750000000000e+01,1.437233665367487886e-03,4.121451491111574085e-03,5.314206294094520576e-03,4.976970460147285558e-03,1.416881236773763183e-03,5.537622000382888023e-03,4.162509480306293003e-03,4.561067271296704098e-03,1.533497768561622966e-03
-9.882812500000000000e+00,1.740692597315672031e-03,5.120932496246051978e-03,6.294128833068555508e-03,5.870495074048136426e-03,1.780813462007965753e-03,6.377186243708069316e-03,4.776547318915786919e-03,5.282708777784432021e-03,2.124879781284512870e-03
-9.523437500000000000e+00,2.280978096446915904e-03,6.189786248251973738e-03,7.421018525303206895e-03,6.565838280566629014e-03,2.183294053305475605e-03,7.517801007447195809e-03,5.742482923389539452e-03,6.593312841409892759e-03,2.546945821469730458e-03
-9.164062500000000000e+00,2.858113060290657249e-03,7.259035977087103554e-03,8.674437432451833144e-03,7.790549392513584047e-03,2.997882755581583736e-03,9.100707733688692680e-03,6.827645969047395520e-03,7.206139155328896741e-03,3.161496358286042946e-03
-8.804687500000000000e+00,3.330391416158432188e-03,8.683676781621288074e-03,1.001282117025391674e-02,9.098716721513329733e-03,3.607529143147901029e-03,1.047947085025131841e-02,8.281719222815977360e-03,8.281339311661225014e-03,3.934371479599905672e-03
-8.445312500000000000e+00,4.338641784315544654e-03,1.034734695529431793e-02,1.161747111777070192e-02,1.090678489291644487e-02,4.641450816383185102e-03,1.194057523136098781e-02,9.583317391825368209e-03,9.821918925846981341e-03,4.867422832753306138e-03
-8.085937500000000000e+00,5.424723046327835883e-03,1.197439441410838232e-02,1.377971410770980655e-02,1.271513328200521778e-02,5.901507051560140986e-03,1.392734282645920370e-02,1.140771880039892841e-02,1.170067558578685198e-02,6.079697659273908261e-03
-7.726562500000000000e+00,6.423772303873615842e-03,1.413555044241287216e-02,1.572220324429032118e-02,1.431890544597247752e-02,7.339430023805627694e-03,1.609931162738334129e-02,1.346938108611433864e-02,1.341451405324747131e-02,7.372727040911376643e-03
-7.367187500000000000e+00,7.960833380277221663e-03,1.634295929419839546e-02,1.752289351418387722e-02,1.683549251617959264e-02,8.944292805842602237e-03,1.844441019323225101e-02,1.531767449161509052e-02,1.589421497732537714e-02,8.774567428973591501e-03
-7.007812500000000000e+00,9.739407919202849526e-03,1.887237712960195338e-02,2.011500204809693604e-02,1.949160067764735618e-02,1.110006233457810389e-02,2.094555163444664081e-02,1.788829571323472672e-02,1.863778082516500192e-02,1.087210142886905866e-02
-6.648437500000000000e+00,1.225471714359023002e-02,2.202962322591304339e-02,2.285225830331322899e-02,2.266187848248636671e-02,1.329838120035172801e-02,2.413783922953361208e-02,2.121529253391928049e-02,2.159098584432756623e-02,1.330229523439165409e-02
-6.289062500000000000e+00,1.518716998796290109e-02,2.547192919673086850e-02,2.552100267789010613e-02,2.545333752292772839e-02,1.565521447944006467e-02,2.713653421523675932e-02,2.496271424697532604e-02,2.499975121381123322e-02,1.607248159672720542e-02
-5.929687500000000000e+00,1.821465703685055948e-02,2.905673049303914013e-02,2.911611906708724135e-02,2.959704485566062859e-02,1.901573665717514947e-02,3.078090871386093483e-02,2.888285017418365519e-02,2.871621405574992583e-02,1.914557750613577608e-02
-5.570312500000000000e+00,2.183058567919315615e-02,3.318075011711311972e-02,3.340344613028762427e-02,3.387505603923984809e-02,2.245875772603347573e-02,3.484133135137898463e-02,3.307525417652228128e-02,3.275979605774413661e-02,2.303818533616543499e-02
-5.210937500000000000e+00,2.651712560449542497e-02,3.789872876262895957e-02,3.814866157676845282e-02,3.783187701089281429e-02,2.671492142813386428e-02,3.884542457219430922e-02,3.775048983032193439e-02,3.759904968687190902e-02,2.774851677049381196e-02
-4.851562500000000000e+00,3.149448778216459160e-02,4.240225276725922976e-02,4.259275204925484781e-02,4.313488471188834522e-02,3.121216680467352178e-02,4.328465129606878792e-02,4.303432415930565080e-02,4.249213291313706092e-02,3.246480302443188054e-02
-4.492187500000000000e+00,3.676653854412605810e-02,4.735621778901442924e-02,4.825797220305299423e-02,4.812896175644999774e-02,3.637108395618367934e-02,4.820101428315203690e-02,4.831848300722856732e-02,4.731133678865738490e-02,3.784044036237093483e-02
