# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z,grads_norm,sym_grads_norm,skew_grads_norm,skew_grads_norm/sym_grads_norm
3.644067458336099907e-01,5.860947633018622760e+00,6.314793784354096884e-01,7.440677469862859716e+00,-1.242193628190944345e-02,-6.468093435320088633e-04,4.652779089432429352e-04,-2.253029673963486291e-03,-2.254734740690868267e-02,-8.156003641086763747e-03,-6.562457797732890868e-03,3.130864824831112725e-01,3.272113494901244812e-01,3.069755699442021091e-01,1.069908361986239065e+01,7.440677469862859716e+00,7.180489761756165379e+00,1.093750145970419529e+00
