# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,1.187525139401808261e-01,1.278935613930039794e-01,1.085822447028421955e-01
-8.006249999999999201e-01,1.379684938614495482e-01,1.456884045583652088e-01,1.264534077263246292e-01
-7.743750000000000355e-01,1.544266054798437426e-01,1.624507361593387211e-01,1.433947746660385603e-01
-7.481249999999999289e-01,1.715067513369812058e-01,1.853523317789638747e-01,1.715480681544914177e-01
-7.218750000000000444e-01,1.943840539456798966e-01,2.086399939381711754e-01,1.950471518880879940e-01
-6.956249999999999378e-01,2.174887996620227804e-01,2.330519679840136194e-01,2.188629178811085374e-01
-6.693750000000000533e-01,2.452893610473852182e-01,2.583169346197515259e-01,2.419549142983700163e-01
-6.431249999999999467e-01,2.764827038151529415e-01,2.842753838745383232e-01,2.739648495384196525e-01
-6.168750000000000622e-01,3.057784456923873795e-01,3.193404620130814719e-01,3.081619101215620771e-01
-5.906249999999999556e-01,3.443050507407210969e-01,3.515760872549764660e-01,3.450086038714371139e-01
-5.643749999999999600e-01,3.788747477387741647e-01,3.833019525142588035e-01,3.816395539586888708e-01
-5.381249999999999645e-01,4.139188381164857766e-01,4.178709799066326336e-01,4.281286084385653723e-01
-5.118749999999999689e-01,4.598133709691593074e-01,4.553950080118694954e-01,4.687654648981235406e-01
-4.856249999999999734e-01,4.912438146551859064e-01,4.947880078109886948e-01,5.092532539948076975e-01
-4.593749999999999778e-01,5.391998133968268769e-01,5.393100404543501591e-01,5.425930154572530251e-01
-4.331249999999999822e-01,5.823095870171093313e-01,5.721405134612463916e-01,5.859889278251289024e-01
-4.068749999999999867e-01,6.233858360495095896e-01,6.156524168909710548e-01,6.267369637269298854e-01
-3.806249999999999911e-01,6.539855867657846655e-01,6.526365634473003663e-01,6.778610954589986415e-01
-3.543749999999999956e-01,7.054337249160140821e-01,7.044413550977338678e-01,7.185286799771959387e-01
-3.281250000000000000e-01,7.403474792773132585e-01,7.356824247402271588e-01,7.624946486522020672e-01
-3.018749999999999489e-01,7.809847125228358555e-01,7.792393048349446349e-01,8.081989533124244174e-01
-2.756249999999999534e-01,8.239185577638791225e-01,8.061284582153129818e-01,8.377923913116589461e-01
-2.493749999999999578e-01,8.626897966254997163e-01,8.441311768002245364e-01,8.595546805849090255e-01
-2.231249999999999623e-01,8.884818958640514630e-01,8.727809657721866676e-01,8.978055942729127326e-01
-1.968749999999999667e-01,9.283253737334593580e-01,9.068484800251623845e-01,9.285805772105326650e-01
-1.706249999999999711e-01,9.544423173854179598e-01,9.359859174533109449e-01,9.612994573446888014e-01
-1.443749999999999756e-01,9.739941848491302512e-01,9.585265838085957890e-01,9.875409068821431324e-01
-1.181249999999999800e-01,9.870700417075896071e-01,9.777350180926475121e-01,1.005859795395988909e+00
-9.187499999999998446e-02,1.015205990657755519e+00,9.885003233988394200e-01,1.023344218420573881e+00
-6.562499999999998890e-02,1.032296435784966659e+00,1.007685979633358597e+00,1.035271876938569591e+00
-3.937499999999999334e-02,1.038197769820337291e+00,1.021996455065816045e+00,1.048055068327265582e+00
-1.312499999999999778e-02,1.042987522203845385e+00,1.025297115899674427e+00,1.039327570919582833e+00
1.312499999999999778e-02,1.045007334181181857e+00,1.019507047961579316e+00,1.033557437724734962e+00
3.937499999999999334e-02,1.038306667433876118e+00,1.014875519272179671e+00,1.035199383774816351e+00
6.562499999999998890e-02,1.023119002049643012e+00,1.004358188654315365e+00,1.028807162492826999e+00
9.187499999999998446e-02,1.006048271228827673e+00,9.802465994290883167e-01,1.015122588543252213e+00
1.181249999999999800e-01,9.898567398212255730e-01,9.644567914926845953e-01,9.982355553190439545e-01
1.443749999999999756e-01,9.625096678379918558e-01,9.444161517523249616e-01,9.786065834355973658e-01
1.706249999999999711e-01,9.448747978612199727e-01,9.193159439454627879e-01,9.512942382328112290e-01
1.968750000000000222e-01,9.198184268997053881e-01,8.933197351007504672e-01,9.217279948641078358e-01
