# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.353633543088619481e-02,1.309975769568484487e-02,1.263569707211303558e-02
-1.096093750000000000e+01,1.474553427915229441e-02,1.426457460955185032e-02,1.399168756732953149e-02
-1.060156250000000000e+01,1.603154085061011050e-02,1.549447790196860006e-02,1.544630665843475803e-02
-1.024218750000000000e+01,1.753099669374143590e-02,1.695173585668310196e-02,1.693441066521067864e-02
-9.882812500000000000e+00,1.914744102110196508e-02,1.817615670795565477e-02,1.829812993736019619e-02
-9.523437500000000000e+00,2.088830672105684502e-02,1.982504129711692292e-02,2.012444370545554348e-02
-9.164062500000000000e+00,2.275315764596935048e-02,2.164769295218060483e-02,2.178222940824859483e-02
-8.804687500000000000e+00,2.435341551380026601e-02,2.332125243859711067e-02,2.372152213729137801e-02
-8.445312500000000000e+00,2.603256795775133609e-02,2.522541542987048052e-02,2.552588003449061602e-02
-8.085937500000000000e+00,2.812362525686199627e-02,2.732863096493780633e-02,2.763505689204119944e-02
-7.726562500000000000e+00,3.034569578081832558e-02,2.945127229882209610e-02,2.974922259925068951e-02
-7.367187500000000000e+00,3.262578092970665200e-02,3.186050654898286982e-02,3.247156495039087154e-02
-7.007812500000000000e+00,3.516135787648173167e-02,3.434504781552978614e-02,3.494533536377521926e-02
-6.648437500000000000e+00,3.752395522922849502e-02,3.637404003601189817e-02,3.737166466241096524e-02
-6.289062500000000000e+00,3.999104524781466052e-02,3.894662846505652504e-02,4.041661450369550546e-02
-5.929687500000000000e+00,4.215328876897506127e-02,4.141480341756086092e-02,4.260448524134875098e-02
-5.570312500000000000e+00,4.446837383252534581e-02,4.435625991444643729e-02,4.531386116527535979e-02
-5.210937500000000000e+00,4.671416588636372047e-02,4.653083352639475478e-02,4.812205793740356730e-02
-4.851562500000000000e+00,4.957464144637078324e-02,4.925299422121866971e-02,5.063079552101449471e-02
-4.492187500000000000e+00,5.227956782665097585e-02,5.157344309776318997e-02,5.339670023133671894e-02
-4.132812500000000000e+00,5.432718453637368911e-02,5.429027830339273886e-02,5.581240664358310538e-02
-3.773437500000000000e+00,5.626226638694628579e-02,5.700412478334251909e-02,5.841140232019630119e-02
-3.414062500000000000e+00,5.863854374223566313e-02,5.941569827448545116e-02,6.052800566026525497e-02
-3.054687500000000000e+00,6.081818903857831582e-02,6.121449276424095060e-02,6.281834452588352935e-02
-2.695312500000000000e+00,6.260902022142411649e-02,6.381969095676713610e-02,6.443793244199903791e-02
-2.335937500000000000e+00,6.448111347109282410e-02,6.617783666956765509e-02,6.626962326845768636e-02
-1.976562500000000000e+00,6.569498835903576917e-02,6.748357910711962060e-02,6.835465328795423123e-02
-1.617187500000000000e+00,6.704427144438709907e-02,6.894004143247940697e-02,6.906749812806095568e-02
-1.257812500000000000e+00,6.791502834213324069e-02,7.046537230956329001e-02,7.007673566912586693e-02
-8.984375000000000000e-01,6.898474096336677797e-02,7.152370827160681177e-02,7.093621187109942772e-02
-5.390625000000000000e-01,6.913455994611976407e-02,7.189868458482193136e-02,7.154406141302055433e-02
-1.796875000000000000e-01,6.992747654435024773e-02,7.249912931300810104e-02,7.219339522407845766e-02
1.796875000000000000e-01,6.995637083204882256e-02,7.253311133103688968e-02,7.126483707722747196e-02
5.390625000000000000e-01,7.007763853701511059e-02,7.208059451755463587e-02,7.148918852812310987e-02
8.984375000000000000e-01,6.934065429830567340e-02,7.124204624911029127e-02,7.086458348752863734e-02
1.257812500000000000e+00,6.890814920851787151e-02,7.019583033580419074e-02,6.989949621037991334e-02
1.617187500000000000e+00,6.815653277921943087e-02,6.883168354421752289e-02,6.840943293486373422e-02
1.976562500000000000e+00,6.657088180005743538e-02,6.789379875379511486e-02,6.713932194762148309e-02
2.335937500000000000e+00,6.546831277103665192e-02,6.566225077344998995e-02,6.537610508759776617e-02
2.695312500000000000e+00,6.323675618468985182e-02,6.423996282443455996e-02,6.352700098582809984e-02
3.054687500000000000e+00,6.155796992480722096e-02,6.214088888781461872e-02,6.145283038399825676e-02
3.414062500000000000e+00,5.991972527415359573e-02,6.055586527894697008e-02,5.943243666749475906e-02
3.773437500000000000e+00,5.766312758110998110e-02,5.776124917631161870e-02,5.692027968713474911e-02
4.132812500000000000e+00,5.523127707145088217e-02,5.488231354895611175e-02,5.476311784684610023e-02
4.492187500000000000e+00,5.267114435675791795e-02,5.236230555670665088e-02,5.170383625806636990e-02
4.851562500000000000e+00,5.005290328492241481e-02,4.995650027005073962e-02,4.913172769877807017e-02
5.210937500000000000e+00,4.831607384877864564e-02,4.753114587299971106e-02,4.658045774814479484e-02
5.570312500000000000e+00,4.560399284020823230e-02,4.492719050808587078e-02,4.412493081205229317e-02
5.929687500000000000e+00,4.318024818196970760e-02,4.244774377950991107e-02,4.180842508182153194e-02
6.289062500000000000e+00,4.061939891926456131e-02,4.024222628831260196e-02,3.886100672978862192e-02
6.648437500000000000e+00,3.832808477287125842e-02,3.744299416169003664e-02,3.620376097194952930e-02
7.007812500000000000e+00,3.587376847178464639e-02,3.512204288831035498e-02,3.412369905523046643e-02
7.367187500000000000e+00,3.372939267926475942e-02,3.263322736404188074e-02,3.217371463724083558e-02
7.726562500000000000e+00,3.083932535789593934e-02,3.041282430154450614e-02,2.970829421045885141e-02
8.085937500000000000e+00,2.922069101000350499e-02,2.770071356205247234e-02,2.768829290412172517e-02
8.445312500000000000e+00,2.693031555342522906e-02,2.595301098383264934e-02,2.571290698890059054e-02
8.804687500000000000e+00,2.489740121182010268e-02,2.363682300430752434e-02,2.371902290524367102e-02
9.164062500000000000e+00,2.324361403544291174e-02,2.220351034199038315e-02,2.168041551252923582e-02
9.523437500000000000e+00,2.086955762012630486e-02,2.011467355477953439e-02,2.000450295161622372e-02
9.882812500000000000e+00,1.964349619471281519e-02,1.844679644070488372e-02,1.846884872205534905e-02
1.024218750000000000e+01,1.781299387431884915e-02,1.683591557026724306e-02,1.678012179429805295e-02
1.060156250000000000e+01,1.618048928530265232e-02,1.552862151483749842e-02,1.534983602715051486e-02
1.096093750000000000e+01,1.514602442299517460e-02,1.401835433530559775e-02,1.407657747041122197e-02
1.132031250000000000e+01,1.354420627598716328e-02,1.289927816468715467e-02,1.260174962007544475e-02
