# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.339980773418883615e-02,1.294298511696910341e-02,1.297861031604907213e-02
-1.096093750000000000e+01,1.490026821498030736e-02,1.417014395358793047e-02,1.418447994085892880e-02
-1.060156250000000000e+01,1.624501818347297982e-02,1.566994436912380259e-02,1.576764681455375058e-02
-1.024218750000000000e+01,1.768655974373329817e-02,1.705112558545491402e-02,1.702488128016073007e-02
-9.882812500000000000e+00,1.924367903902256260e-02,1.858326497254758625e-02,1.855168852602463378e-02
-9.523437500000000000e+00,2.024980757394190256e-02,2.011521117125390778e-02,2.027765551811534089e-02
-9.164062500000000000e+00,2.246122818458024320e-02,2.182686259020799602e-02,2.215547982488815307e-02
-8.804687500000000000e+00,2.449488663729098778e-02,2.372645315309515265e-02,2.394871646110570060e-02
-8.445312500000000000e+00,2.653839925486691648e-02,2.577393174181380475e-02,2.575682372162521258e-02
-8.085937500000000000e+00,2.860419098476859809e-02,2.760350170470822137e-02,2.818779486054039454e-02
-7.726562500000000000e+00,3.090461384426754221e-02,3.015977779140207454e-02,3.037238019384240484e-02
-7.367187500000000000e+00,3.328712211421726297e-02,3.232762773278081286e-02,3.289227666155260937e-02
-7.007812500000000000e+00,3.559434501724608596e-02,3.444437028327147765e-02,3.499486256130858453e-02
-6.648437500000000000e+00,3.797194220121470620e-02,3.717910530743217395e-02,3.692104017907971852e-02
-6.289062500000000000e+00,4.006901949878515640e-02,3.939229591474018716e-02,3.963203961203356357e-02
-5.929687500000000000e+00,4.287926190993527481e-02,4.216409350823315666e-02,4.264630269499043724e-02
-5.570312500000000000e+00,4.512593065059206099e-02,4.432874279491102326e-02,4.564731512526810225e-02
-5.210937500000000000e+00,4.774532516705902452e-02,4.689450620898606703e-02,4.838664061316765019e-02
-4.851562500000000000e+00,4.991344838701675807e-02,4.934398062375815186e-02,5.076086649477403595e-02
-4.492187500000000000e+00,5.191273014483193532e-02,5.162685648573219627e-02,5.335909475213207465e-02
-4.132812500000000000e+00,5.440932663712623463e-02,5.431479203203942036e-02,5.616833503440944036e-02
-3.773437500000000000e+00,5.661663063400840246e-02,5.659854701542188504e-02,5.867943970365805534e-02
-3.414062500000000000e+00,5.869139526603513873e-02,5.848952976148582422e-02,6.089714619220851222e-02
-3.054687500000000000e+00,6.069735632598022290e-02,6.045813780531458098e-02,6.312645546392210705e-02
-2.695312500000000000e+00,6.347224874451977417e-02,6.310460449173138642e-02,6.456340411366801035e-02
-2.335937500000000000e+00,6.524242136113091173e-02,6.475546966144038463e-02,6.655377069628953812e-02
-1.976562500000000000e+00,6.657115701181014200e-02,6.634195036470967588e-02,6.777634197607183830e-02
-1.617187500000000000e+00,6.801505934634606565e-02,6.798326930866659124e-02,6.891918532296480160e-02
-1.257812500000000000e+00,6.826247561153116206e-02,6.921724832859975363e-02,7.057499933637349787e-02
-8.984375000000000000e-01,6.917196556837759691e-02,7.044236254508130790e-02,7.131349728532575261e-02
-5.390625000000000000e-01,6.953227168139483605e-02,7.086582660548795820e-02,7.192971287456097207e-02
-1.796875000000000000e-01,6.968327605960408788e-02,7.136792418603583876e-02,7.089061253513999350e-02
1.796875000000000000e-01,6.940230205807007557e-02,7.108057445191616475e-02,7.031826432035444274e-02
5.390625000000000000e-01,6.986165386021643553e-02,7.098838708132045039e-02,7.043706259044424378e-02
8.984375000000000000e-01,6.946061020902191685e-02,7.048919730223612845e-02,7.026826085709132752e-02
1.257812500000000000e+00,6.876902700834952586e-02,6.997689469386682293e-02,6.942362895611552120e-02
1.617187500000000000e+00,6.713868619880791755e-02,6.940029986339492363e-02,6.830232054622874249e-02
1.976562500000000000e+00,6.632416256613808681e-02,6.808656380535757502e-02,6.636714262401616216e-02
2.335937500000000000e+00,6.412037497280184684e-02,6.580879964108615754e-02,6.498583404507113359e-02
2.695312500000000000e+00,6.257682107011684758e-02,6.424673044619350071e-02,6.290237826923568421e-02
3.054687500000000000e+00,6.029811474524621184e-02,6.256871665958853301e-02,6.092940807567191058e-02
3.414062500000000000e+00,5.822236831151748199e-02,6.034498455620694590e-02,5.907661575085440542e-02
3.773437500000000000e+00,5.638726816894003291e-02,5.763899459335784098e-02,5.662676808201123207e-02
4.132812500000000000e+00,5.454945510728174268e-02,5.565976561221284979e-02,5.367120765729821441e-02
4.492187500000000000e+00,5.229562609692117031e-02,5.296890789688781659e-02,5.179296328327680915e-02
4.851562500000000000e+00,4.999760644936585702e-02,4.986191245095741159e-02,4.951710967832600313e-02
5.210937500000000000e+00,4.750286681533976568e-02,4.781929405572672015e-02,4.700894563365220352e-02
5.570312500000000000e+00,4.535608932046001490e-02,4.539860736272120778e-02,4.435201455429314127e-02
5.929687500000000000e+00,4.294657292937848619e-02,4.279153557651044215e-02,4.130141406047174030e-02
