# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,6.490072432049709752e-04,2.575016809258391919e-03,3.523834786129245462e-03,2.931481228638976779e-03,7.646755164115959192e-04,3.649038636316815493e-03,2.534230900368916305e-03,2.597339130697970833e-03,8.866256388554544753e-04
-1.096093750000000000e+01,8.000796029397533359e-04,3.063394932822084433e-03,3.913268969682500223e-03,3.657025809410302617e-03,9.686727279315277299e-04,4.243945982867544132e-03,2.970333043346901070e-03,3.095416052091786753e-03,1.143865581417771336e-03
-1.060156250000000000e+01,9.973758592971809344e-04,3.651810924296129777e-03,4.441569211580952657e-03,4.131137155186218046e-03,1.206906898201563902e-03,4.949522595566429976e-03,3.645118153337008164e-03,3.605602454090990356e-03,1.533979112579122875e-03
-1.024218750000000000e+01,1.383397225799887871e-03,4.274163278408232326e-03,5.398668186160812156e-03,4.872392479723939955e-03,1.504636030685844008e-03,5.729267631773352076e-03,4.479925369440754951e-03,4.382806183304631398e-03,1.801572475597304577e-03
-9.882812500000000000e+00,1.793791868597433437e-03,5.254003656272711667e-03,6.105056623653396485e-03,5.891527397935486347e-03,1.857939825908549959e-03,6.369832948427190701e-03,5.219755368626225432e-03,5.265382341441415814e-03,2.133904465827220383e-03
-9.523437500000000000e+00,2.316861583560578686e-03,6.318482432419960347e-03,7.084456800007334944e-03,6.791767656447143808e-03,2.481304600927352732e-03,7.455274299329781897e-03,5.968166949178640643e-03,6.042127102875591294e-03,2.629304106707571441e-03
-9.164062500000000000e+00,2.867759008378512834e-03,7.567835062470648633e-03,8.138264493034327862e-03,8.106884049283925864e-03,3.188014425703874360e-03,8.998975992978721153e-03,7.221059583579521671e-03,7.160834055931759694e-03,3.127934722689747638e-03
-8.804687500000000000e+00,3.722922129965055681e-03,8.923236369316042346e-03,9.509126629910226100e-03,1.000347659642352068e-02,3.781177522469047775e-03,1.046109088827705015e-02,8.309190956681164128e-03,8.359369683719005198e-03,3.961134510690723053e-03
-8.445312500000000000e+00,4.595749443513114790e-03,1.048085236391713311e-02,1.097593572965287548e-02,1.154996981612856598e-02,4.635491525158596561e-03,1.160646239402210456e-02,9.956906123296234076e-03,9.832517260393254521e-03,4.839994462447012348e-03
-8.085937500000000000e+00,5.639496717053749629e-03,1.231132113384671156e-02,1.270099170085725072e-02,1.339712153445476832e-02,5.800530038360769344e-03,1.369074931269923662e-02,1.143984262418420300e-02,1.158035045297209353e-02,6.041211159138003446e-03
-7.726562500000000000e+00,6.770932366692303597e-03,1.394133578378174525e-02,1.499602040360705976e-02,1.496161850878355119e-02,7.097913587619508573e-03,1.584074246956092280e-02,1.355398637625324088e-02,1.356765603989834937e-02,7.475219212761129856e-03
