# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880923770904540868e-02,2.304540503238124384e-09,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,4.294799152374267903e-02,1.449200630877714858e-04,-6.996740236144137481e-02,4.200581538775985521e-04
6.899999999999999467e-01,9.691216071319579128e-02,4.467536777707614270e-04,-1.131926420350005541e-01,6.474690982184948783e-04
1.034999999999999920e+00,1.888219389419556193e-01,8.797380875359834792e-04,-1.642634794520871633e-01,8.499884903729309354e-04
1.379999999999999893e+00,3.090099505691528137e-01,1.338559664655385867e-03,-2.102903716377590160e-01,9.699707714894101286e-04
1.725000000000000089e+00,4.382545061569214084e-01,1.685813605516005157e-03,-2.431566773610875087e-01,9.772832495744956331e-04
2.069999999999999840e+00,5.682186388320923376e-01,1.963897179334792714e-03,-2.654151696246603853e-01,9.487425987124602830e-04
2.415000000000000036e+00,7.002880474853516723e-01,2.187040924879817601e-03,-2.821858425574766960e-01,9.056070082318084689e-04
2.757000000000000117e+00,8.000629580917356654e-01,2.327593050368400619e-03,-2.833709540742438415e-01,8.442484767386291764e-04
3.101999999999999869e+00,8.929440792694092188e-01,2.466906355548883784e-03,-2.817971765184925093e-01,7.952631707120837298e-04
3.447000000000000064e+00,9.797732615203857964e-01,2.578888235535586361e-03,-2.787827165103975435e-01,7.481544054353311476e-04
3.791999999999999815e+00,1.045721662780761729e+00,2.679626862596329057e-03,-2.708102386792500815e-01,7.066526536382725186e-04
4.136999999999999567e+00,1.109006898727417090e+00,2.782037922824502369e-03,-2.635237275848130722e-01,6.724771387054635568e-04
4.482000000000000206e+00,1.166660168510436968e+00,2.876869002808745638e-03,-2.561023941993287867e-01,6.418717096851283936e-04
4.826999999999999957e+00,1.233369130302429006e+00,2.991912176263864399e-03,-2.516179599323355442e-01,6.198285014012563455e-04
5.171999999999999709e+00,1.295687578628540004e+00,3.105470349030409975e-03,-2.468828965428257194e-01,6.004389692634204065e-04
5.517000000000000348e+00,1.357648260353088610e+00,3.222069994982370948e-03,-2.426751898937906660e-01,5.840257377165798333e-04
5.862000000000000099e+00,1.415519609161377090e+00,3.334184177178628559e-03,-2.382651606025813218e-01,5.687792864514889905e-04
6.206999999999999851e+00,1.465841383537292542e+00,3.441051927643821659e-03,-2.331290713433618877e-01,5.543824597460644257e-04
6.551999999999999602e+00,1.519025628402709938e+00,3.554250676758170021e-03,-2.289707556003761635e-01,5.424680520082677529e-04
6.897000000000000242e+00,1.579215338989257589e+00,3.682283782577606187e-03,-2.262441788140078514e-01,5.338964452048145957e-04
7.241999999999999993e+00,1.637162474700927461e+00,3.802863726467062364e-03,-2.234677212084896503e-01,5.251123621191745947e-04
7.583999999999999631e+00,1.684561109397888057e+00,3.904118862684211651e-03,-2.196402784399845431e-01,5.147836053117368178e-04
7.929000000000000270e+00,1.726689103111266776e+00,3.994445248395984450e-03,-2.153966282510053343e-01,5.037766740315277993e-04
8.273999999999999133e+00,1.772386968750000236e+00,4.091169582485220182e-03,-2.119383286247226161e-01,4.944609115887382573e-04
8.618999999999999773e+00,1.816285265419006034e+00,4.188145288424760526e-03,-2.085480946409050684e-01,4.859200937956561746e-04
8.964000000000000412e+00,1.857466228065490554e+00,4.281050959823602328e-03,-2.051156838862611687e-01,4.775826595073183814e-04
9.308999999999999275e+00,1.895611836105346892e+00,4.370072048804882030e-03,-2.016116229881084465e-01,4.694459178005029988e-04
9.653999999999999915e+00,1.931982884902953890e+00,4.453225867080661503e-03,-1.981741917540821019e-01,4.612829777377938103e-04
9.999000000000000554e+00,1.965235265785217234e+00,4.532267169957001143e-03,-1.946620690145186294e-01,4.532720442001200787e-04
