# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880892700195312475e-02,5.633224303570323528e-09,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,9.673681091308594659e-02,9.822477061796370135e-04,-2.258779243800951575e-01,2.847094800520687165e-03
6.899999999999999467e-01,2.500987998046875216e-01,2.917235826915657269e-03,-3.352027142068614296e-01,4.227878010022691896e-03
1.034999999999999920e+00,4.207575487060546959e-01,4.760633195586751881e-03,-3.883561562358469610e-01,4.599645599600727004e-03
1.379999999999999893e+00,5.863234958496094107e-01,6.217052477316025935e-03,-4.112424411939538671e-01,4.505110490808714521e-03
1.725000000000000089e+00,7.203429721679687203e-01,7.303861721721757044e-03,-4.066864029947916404e-01,4.234122737230003493e-03
2.069999999999999840e+00,8.377181331787109109e-01,8.232673744589422485e-03,-3.956083121626849386e-01,3.977137074680880784e-03
2.415000000000000036e+00,9.497005849609374550e-01,9.010554852092164668e-03,-3.854623842480266460e-01,3.731078613702759703e-03
2.757000000000000117e+00,1.027389914916992275e+00,9.451468116887792176e-03,-3.658255306184400313e-01,3.428171242977073613e-03
3.101999999999999869e+00,1.101946870605468698e+00,1.001434409816177699e-02,-3.491740630572262027e-01,3.228350773101797914e-03
3.447000000000000064e+00,1.168719500732421812e+00,1.048588489001794390e-02,-3.335974974558945649e-01,3.042032170008106620e-03
3.791999999999999815e+00,1.222716736206054700e+00,1.088522820638851245e-02,-3.174862366044571838e-01,2.870577058646759782e-03
4.136999999999999567e+00,1.278870324829101568e+00,1.136741299799091942e-02,-3.045833690662674842e-01,2.747743050034063671e-03
4.482000000000000206e+00,1.325933730224609253e+00,1.176823348075906051e-02,-2.916387334276340781e-01,2.625665658357666243e-03
4.826999999999999957e+00,1.384854836914062526e+00,1.224758494973206269e-02,-2.830010171767369798e-01,2.537307841253793987e-03
5.171999999999999709e+00,1.437368969360351745e+00,1.267293161186657489e-02,-2.742768836733175952e-01,2.450296135318363530e-03
5.517000000000000348e+00,1.482818756713867092e+00,1.308965526727013697e-02,-2.653633912836530495e-01,2.372603818609776358e-03
5.862000000000000099e+00,1.533045656860351658e+00,1.342444165268080920e-02,-2.583140105524391883e-01,2.290078753442649061e-03
6.206999999999999851e+00,1.573102045532226656e+00,1.377402615384356981e-02,-2.504097178234692134e-01,2.219111672924693138e-03
6.551999999999999602e+00,1.613345412841797000e+00,1.427262278118931853e-02,-2.433663745176807003e-01,2.178361230340250098e-03
6.897000000000000242e+00,1.663352868164062581e+00,1.474631544022122001e-02,-2.384433726492836692e-01,2.138076763842427282e-03
7.241999999999999993e+00,1.707954025390624686e+00,1.519298398235200374e-02,-2.332429022906201965e-01,2.097898920512566295e-03
7.583999999999999631e+00,1.737891061645507662e+00,1.548387523881125834e-02,-2.266722223949834691e-01,2.041650216087982465e-03
7.929000000000000270e+00,1.757096389648437729e+00,1.572006297855608331e-02,-2.192316133997332106e-01,1.982603478188432744e-03
8.273999999999999133e+00,1.786624393676757849e+00,1.600476242678278843e-02,-2.136591088560315377e-01,1.934344020640898013e-03
8.618999999999999773e+00,1.815866058959961116e+00,1.622608891731243744e-02,-2.084994932077976482e-01,1.882595303087648006e-03
8.964000000000000412e+00,1.842156424072265430e+00,1.642352875209137503e-02,-2.034077975312708897e-01,1.832165188765213495e-03
9.308999999999999275e+00,1.860232620727539032e+00,1.653796180389655035e-02,-1.978111175986234926e-01,1.776556214834735387e-03
9.653999999999999915e+00,1.867115460693359541e+00,1.665869666703812327e-02,-1.914549962390104110e-01,1.725574545995247830e-03
9.999000000000000554e+00,1.876129789306640649e+00,1.685704581897905924e-02,-1.857506612965983961e-01,1.685873169214827322e-03
