# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880905749511718739e-02,5.041019596263970011e-09,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,1.059979786376953059e-01,1.068217995759507179e-03,-2.527215105581974708e-01,3.096284045679731194e-03
6.899999999999999467e-01,2.449927606201172114e-01,3.090363310351546162e-03,-3.278024682971015236e-01,4.478787406306588767e-03
1.034999999999999920e+00,3.921114763183594087e-01,4.710867516181952742e-03,-3.606786655297026800e-01,4.551562817567104610e-03
1.379999999999999893e+00,5.374014559326172336e-01,6.033748470378525429e-03,-3.757915930706522412e-01,4.372281500274293776e-03
1.725000000000000089e+00,6.614175693359374275e-01,6.866694711168165599e-03,-3.725266735309102906e-01,3.980692586184443951e-03
2.069999999999999840e+00,7.743776072998047599e-01,7.667207682764343862e-03,-3.650089612583031773e-01,3.703965064137364292e-03
2.415000000000000036e+00,8.751944547119140383e-01,8.402305279509537581e-03,-3.546109305245535581e-01,3.479215436649911886e-03
2.757000000000000117e+00,9.450339622802734763e-01,8.851688311420623581e-03,-3.359539009013987054e-01,3.210623254051731164e-03
3.101999999999999869e+00,1.007954437133788961e+00,9.417286222310451704e-03,-3.188734299286498652e-01,3.035875635818972504e-03
3.447000000000000064e+00,1.067674612426757763e+00,9.876337799534706460e-03,-3.042835958606441848e-01,2.865198085156572556e-03
3.791999999999999815e+00,1.116944602539062581e+00,1.027846340412751601e-02,-2.895927070263569214e-01,2.710565243704513884e-03
4.136999999999999567e+00,1.169125394042968669e+00,1.067773028848360145e-02,-2.780556771930992599e-01,2.581032218632729573e-03
4.482000000000000206e+00,1.224348880615234503e+00,1.115000730665560713e-02,-2.689736330031497480e-01,2.487730322770104110e-03
4.826999999999999957e+00,1.279367472900390545e+00,1.162287894976725237e-02,-2.611473825161121365e-01,2.407888740370261581e-03
5.171999999999999709e+00,1.327630288452148477e+00,1.203889832515395338e-02,-2.530590160396425925e-01,2.327706559387848675e-03
5.517000000000000348e+00,1.378261368041992174e+00,1.248530002148421497e-02,-2.464115117902619112e-01,2.263059637753165373e-03
5.862000000000000099e+00,1.433341961059570346e+00,1.288889851367656415e-02,-2.413055106728852206e-01,2.198720319630938832e-03
6.206999999999999851e+00,1.475726460571288978e+00,1.325654752689999806e-02,-2.347216695788902630e-01,2.135741505864346534e-03
6.551999999999999602e+00,1.512831224121093943e+00,1.369453411618368373e-02,-2.280253612066509283e-01,2.090130359612894523e-03
6.897000000000000242e+00,1.562881647827148557e+00,1.424425188366003521e-02,-2.238759736598566474e-01,2.065282279782519083e-03
7.241999999999999993e+00,1.611543082763671864e+00,1.469732134065347001e-02,-2.199301332875662485e-01,2.029456136516635031e-03
7.583999999999999631e+00,1.659510419555664029e+00,1.507660942836591689e-02,-2.163372049130468100e-01,1.987949555427995403e-03
7.929000000000000270e+00,1.714520337768554503e+00,1.550318092414510428e-02,-2.138619347046837316e-01,1.955250463380641106e-03
8.273999999999999133e+00,1.766083728393554653e+00,1.592019171471324712e-02,-2.111765374544884721e-01,1.924122759815476060e-03
8.618999999999999773e+00,1.801400667846679626e+00,1.624831570831272026e-02,-2.068211637488760191e-01,1.885174116291068666e-03
8.964000000000000412e+00,1.827661372070312540e+00,1.652785233355426667e-02,-2.017907535224447990e-01,1.843803250061832330e-03
9.308999999999999275e+00,1.846378244628906318e+00,1.674506438549770715e-02,-1.963228259892350613e-01,1.798803779729048116e-03
9.653999999999999915e+00,1.866704093017578003e+00,1.698591662777772585e-02,-1.914123716099503658e-01,1.759469300577763250e-03
9.999000000000000554e+00,1.888916024658203074e+00,1.720277438529829381e-02,-1.870293996562742145e-01,1.720449483478177178e-03
