# distance__t_0.0,pdf__t_0.0,distance__t_2.499,pdf__t_2.499,distance__t_4.998,pdf__t_4.998,distance__t_7.5,pdf__t_7.5,distance__t_9.999,pdf__t_9.999
1.880900500000000017e-02,8.554687498566803336e+07,1.904420500000000155e-02,6.811861995556006688e-02,2.164822999999999401e-02,4.733877609586011059e-02,2.722329499999999805e-02,4.126385224218662162e-02,2.666331000000000256e-02,3.820770200760505164e-02
1.880901499999999837e-02,0.000000000000000000e+00,4.771661499999999695e-02,0.000000000000000000e+00,6.290668999999998734e-02,0.000000000000000000e+00,7.455588500000000229e-02,0.000000000000000000e+00,7.778192999999999913e-02,0.000000000000000000e+00
1.880902500000000005e-02,0.000000000000000000e+00,7.638902499999999929e-02,0.000000000000000000e+00,1.041651499999999841e-01,0.000000000000000000e+00,1.218884749999999961e-01,0.000000000000000000e+00,1.289005500000000026e-01,0.000000000000000000e+00
1.880903500000000172e-02,0.000000000000000000e+00,1.050614350000000086e-01,0.000000000000000000e+00,1.454236099999999532e-01,0.000000000000000000e+00,1.692210650000000038e-01,0.000000000000000000e+00,1.800191700000000061e-01,3.820770200760505164e-02
1.880904499999999993e-02,0.000000000000000000e+00,1.337338449999999901e-01,6.811861995556010851e-02,1.866820699999999500e-01,0.000000000000000000e+00,2.165536550000000116e-01,4.126385224218661468e-02,2.311377900000000096e-01,3.820770200760505164e-02
1.880905499999999814e-02,0.000000000000000000e+00,1.624062549999999994e-01,0.000000000000000000e+00,2.279405299999999190e-01,0.000000000000000000e+00,2.638862450000000193e-01,0.000000000000000000e+00,2.822564100000000131e-01,0.000000000000000000e+00
1.880906499999999981e-02,0.000000000000000000e+00,1.910786649999999809e-01,0.000000000000000000e+00,2.691989899999999158e-01,0.000000000000000000e+00,3.112188349999999715e-01,0.000000000000000000e+00,3.333750300000000166e-01,0.000000000000000000e+00
1.880907500000000149e-02,0.000000000000000000e+00,2.197510749999999624e-01,6.811861995556003913e-02,3.104574499999999126e-01,0.000000000000000000e+00,3.585514249999999792e-01,0.000000000000000000e+00,3.844936500000000201e-01,1.146231060228151688e-01
1.880908499999999969e-02,0.000000000000000000e+00,2.484234849999999994e-01,6.811861995556003913e-02,3.517159099999999095e-01,0.000000000000000000e+00,4.058840149999999869e-01,0.000000000000000000e+00,4.356122700000000236e-01,3.820770200760505164e-02
1.880909499999999790e-02,0.000000000000000000e+00,2.770958949999999810e-01,1.362372399111202170e-01,3.929743699999999063e-01,0.000000000000000000e+00,4.532166049999999946e-01,4.126385224218661468e-02,4.867308900000000271e-01,3.820770200760505164e-02
1.880910499999999957e-02,0.000000000000000000e+00,3.057683049999999625e-01,1.362372399111202170e-01,4.342328299999999031e-01,0.000000000000000000e+00,5.005491950000000578e-01,0.000000000000000000e+00,5.378495100000000306e-01,3.820770200760505164e-02
1.880911500000000125e-02,0.000000000000000000e+00,3.344407149999999440e-01,1.362372399111199672e-01,4.754912899999998999e-01,0.000000000000000000e+00,5.478817849999999545e-01,4.126385224218661468e-02,5.889681300000000341e-01,0.000000000000000000e+00
1.880912499999999946e-02,0.000000000000000000e+00,3.631131249999999810e-01,2.043558598666803394e-01,5.167497499999997856e-01,0.000000000000000000e+00,5.952143750000000733e-01,4.126385224218661468e-02,6.400867500000000376e-01,7.641540401521010328e-02
1.880913499999999766e-02,0.000000000000000000e+00,3.917855349999999626e-01,6.811861995556010851e-02,5.580082099999998935e-01,4.733877609586010365e-02,6.425469649999999699e-01,4.126385224218661468e-02,6.912053700000000411e-01,1.146231060228151688e-01
1.880914499999999934e-02,0.000000000000000000e+00,4.204579449999999996e-01,6.811861995555998361e-02,5.992666699999997793e-01,4.733877609586010365e-02,6.898795550000000887e-01,0.000000000000000000e+00,7.423239900000000446e-01,1.528308080304202066e-01
1.880915500000000101e-02,0.000000000000000000e+00,4.491303549999999811e-01,2.043558598666803394e-01,6.405251299999998871e-01,9.467755219172020731e-02,7.372121449999999854e-01,1.650554089687464587e-01,7.934426100000000481e-01,2.292462120456303376e-01
1.880916499999999922e-02,0.000000000000000000e+00,4.778027649999999626e-01,6.811861995556010851e-02,6.817835899999997729e-01,0.000000000000000000e+00,7.845447350000001041e-01,4.126385224218661468e-02,8.445612300000000516e-01,3.820770200760505164e-02
1.880917499999999742e-02,0.000000000000000000e+00,5.064751750000000552e-01,2.724744798222393793e-01,7.230420499999998807e-01,4.733877609586010365e-02,8.318773250000000008e-01,8.252770448437322937e-02,8.956798500000000551e-01,1.910385100380252721e-01
1.880918499999999910e-02,0.000000000000000000e+00,5.351475850000000367e-01,3.405930997778005564e-01,7.643005099999997665e-01,9.467755219172020731e-02,8.792099150000001195e-01,1.237915567265598371e-01,9.467984700000000586e-01,1.910385100380252721e-01
1.880919500000000077e-02,0.000000000000000000e+00,5.638199950000000182e-01,2.724744798222404341e-01,8.055589699999998743e-01,9.467755219172020731e-02,9.265425050000000162e-01,2.063192612109330804e-01,9.979170900000000621e-01,3.056616160608404131e-01
1.880920499999999898e-02,0.000000000000000000e+00,5.924924049999999998e-01,4.087117197333606788e-01,8.468174299999997601e-01,1.420163282875802901e-01,9.738750950000001350e-01,1.237915567265598371e-01,1.049035710000000066e+00,2.674539140532353754e-01
1.880921499999999719e-02,0.000000000000000000e+00,6.211648149999999813e-01,1.362372399111202170e-01,8.880758899999998679e-01,0.000000000000000000e+00,1.021207685000000032e+00,4.126385224218671183e-02,1.100154330000000069e+00,2.292462120456303376e-01
1.880922499999999886e-02,0.000000000000000000e+00,6.498372249999999628e-01,2.724744798222393793e-01,9.293343499999997537e-01,1.420163282875802901e-01,1.068540275000000150e+00,8.252770448437303508e-02,1.151272950000000073e+00,3.820770200760505164e-02
1.880923500000000054e-02,0.000000000000000000e+00,6.785096350000000553e-01,2.724744798222404341e-01,9.705928099999997505e-01,9.467755219172045711e-02,1.115872865000000047e+00,0.000000000000000000e+00,1.202391570000000076e+00,2.674539140532353754e-01
1.880924499999999874e-02,0.000000000000000000e+00,7.071820450000000369e-01,3.405930997778005564e-01,1.011851269999999747e+00,1.893551043834393877e-01,1.163205454999999944e+00,1.650554089687460702e-01,1.253510190000000080e+00,1.910385100380252721e-01
1.880925500000000042e-02,0.000000000000000000e+00,7.358544550000000184e-01,6.811861995556011129e-01,1.053109729999999855e+00,9.467755219172045711e-02,1.210538045000000063e+00,2.063192612109335522e-01,1.304628810000000083e+00,3.056616160608404131e-01
1.880926499999999862e-02,0.000000000000000000e+00,7.645268649999999999e-01,6.130675796000409905e-01,1.094368189999999963e+00,9.467755219171994363e-02,1.257870635000000181e+00,2.063192612109325808e-01,1.355747430000000087e+00,2.292462120456303376e-01
1.880927500000000030e-02,0.000000000000000000e+00,7.931992749999999814e-01,4.087117197333606788e-01,1.135626649999999849e+00,1.420163282875806787e-01,1.305203225000000078e+00,2.475831134531202571e-01,1.406866050000000090e+00,2.674539140532353754e-01
1.880928500000000198e-02,0.000000000000000000e+00,8.218716850000000740e-01,4.768303396889189139e-01,1.176885109999999734e+00,2.840326565751598586e-01,1.352535814999999975e+00,2.475831134531190914e-01,1.457984670000000094e+00,3.820770200760505442e-01
1.880929500000000018e-02,0.000000000000000000e+00,8.505440950000000555e-01,4.768303396889207457e-01,1.218143569999999842e+00,2.840326565751613574e-01,1.399868405000000093e+00,4.126385224218671044e-01,1.509103290000000097e+00,4.202847220836555819e-01
1.880930499999999839e-02,0.000000000000000000e+00,8.792165050000000370e-01,6.130675796000409905e-01,1.259402029999999950e+00,1.420163282875799293e-01,1.447200995000000212e+00,3.301108179374921403e-01,1.560221910000000101e+00,4.967001260988657130e-01
1.880931500000000006e-02,0.000000000000000000e+00,9.078889150000000186e-01,7.493048195111612353e-01,1.300660489999999836e+00,3.313714326710215929e-01,1.494533585000000109e+00,2.888469656953069897e-01,1.611340530000000104e+00,2.674539140532353754e-01
1.880932500000000174e-02,0.000000000000000000e+00,9.365613250000000001e-01,4.087117197333606788e-01,1.341918949999999722e+00,3.313714326710215929e-01,1.541866175000000005e+00,2.888469656953069897e-01,1.662459150000000108e+00,4.967001260988657130e-01
