# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880912207031249644e-02,7.089179864393617712e-09,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,9.076454064941405497e-02,9.813082091438757922e-04,-2.085664306640625243e-01,2.844371620706886549e-03
6.899999999999999467e-01,2.336597021484375092e-01,2.893939681313414860e-03,-3.113776522871377073e-01,4.194115480164370066e-03
1.034999999999999920e+00,3.948650439453125216e-01,4.603266875368840737e-03,-3.633390549516908874e-01,4.447600845766995839e-03
1.379999999999999893e+00,5.542858271484375488e-01,6.091312411705759530e-03,-3.880265978826993312e-01,4.413994501236057945e-03
1.725000000000000089e+00,6.909213679199219804e-01,7.174659459648199608e-03,-3.896302874490489843e-01,4.159222875158376069e-03
2.069999999999999840e+00,8.142778038330078516e-01,8.227949874670443739e-03,-3.842843873249736086e-01,3.974855011918089140e-03
2.415000000000000036e+00,9.375748648681641040e-01,9.063392756223755467e-03,-3.804413013655700282e-01,3.752957663032610927e-03
2.757000000000000117e+00,1.027209122314453049e+00,9.703890740930174591e-03,-3.657598840203628576e-01,3.519728233924619004e-03
3.101999999999999869e+00,1.109800606079101470e+00,1.047494437280632566e-02,-3.517058297900673702e-01,3.376835710124541107e-03
3.447000000000000064e+00,1.174822492919922023e+00,1.097466434993836677e-02,-3.353679636929531305e-01,3.183830678833294604e-03
3.791999999999999815e+00,1.228725898681640727e+00,1.140384414076722579e-02,-3.190708799080506641e-01,3.007342864126378180e-03
4.136999999999999567e+00,1.279386680786132935e+00,1.176133920408736072e-02,-3.047081360202611444e-01,2.842963307732018687e-03
4.482000000000000206e+00,1.327869322753906234e+00,1.213456236528816061e-02,-2.920705490146348615e-01,2.707399010550682814e-03
4.826999999999999957e+00,1.387597272094726497e+00,1.269278384176665726e-02,-2.835691216126815517e-01,2.629538811221598851e-03
5.171999999999999709e+00,1.450035244506835852e+00,1.326497955936872634e-02,-2.767258550728003419e-01,2.564767896242986858e-03
5.517000000000000348e+00,1.507347502441406251e+00,1.375663386756380627e-02,-2.698093856028808135e-01,2.493498979076274290e-03
5.862000000000000099e+00,1.556802205688476493e+00,1.414529841706493700e-02,-2.623666126950126021e-01,2.413049883497941916e-03
6.206999999999999851e+00,1.595864576660156242e+00,1.449326796306598178e-02,-2.540769219574421922e-01,2.334987588700818736e-03
6.551999999999999602e+00,1.626845315673828285e+00,1.477154389427317097e-02,-2.454267694755060680e-01,2.254509141372584239e-03
6.897000000000000242e+00,1.657051698974609355e+00,1.512206127844726439e-02,-2.375297342183988192e-01,2.192556369210854617e-03
7.241999999999999993e+00,1.691359753051757897e+00,1.534598685790324393e-02,-2.309514817704287903e-01,2.119026078141845407e-03
7.583999999999999631e+00,1.721719766113281036e+00,1.553660239281701334e-02,-2.245399055963829826e-01,2.048602636183677848e-03
7.929000000000000270e+00,1.753433080566406232e+00,1.575784901592901591e-02,-2.187695747882574815e-01,1.987369027106698945e-03
8.273999999999999133e+00,1.792443488037109400e+00,1.605072537629138527e-02,-2.143623840907417089e-01,1.939899126938770396e-03
8.618999999999999773e+00,1.829330637695312678e+00,1.638508155431790334e-02,-2.100616678994083053e-01,1.901042064545527700e-03
8.964000000000000412e+00,1.867355006103515569e+00,1.667855913990114874e-02,-2.062188625650605567e-01,1.860615700569070562e-03
9.308999999999999275e+00,1.899156486938476718e+00,1.700212853928590243e-02,-2.019924121675974182e-01,1.826418362797927126e-03
9.653999999999999915e+00,1.939678257446288967e+00,1.735210140545781834e-02,-1.989713212529496955e-01,1.797400187016554582e-03
9.999000000000000554e+00,1.978056815551757941e+00,1.763533073882418700e-02,-1.959443637845229846e-01,1.763709444826901248e-03
