# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880899951171875056e-02,5.976620826567222545e-09,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,1.998349462890625095e-01,3.059493647218547354e-03,-5.247128892096921682e-01,8.868097528169702551e-03
6.899999999999999467e-01,4.220244775390624703e-01,7.435558934453865079e-03,-5.843702580106431288e-01,1.077617236877371869e-02
1.034999999999999920e+00,6.114136259765625692e-01,1.068168985460414382e-02,-5.725648564877717783e-01,1.032047328947260402e-02
1.379999999999999893e+00,7.599606186523437668e-01,1.357916437687481208e-02,-5.370663906816123268e-01,9.839974186141169782e-03
1.725000000000000089e+00,8.374471450195313249e-01,1.518463475450412825e-02,-4.745728379755435045e-01,8.802686814205290533e-03
2.069999999999999840e+00,9.085850019531249711e-01,1.660030267709568935e-02,-4.298434794402928860e-01,8.019469892316758233e-03
2.415000000000000036e+00,1.044719811523437514e+00,1.957278780178093799e-02,-4.248077896528856257e-01,8.104674038004529291e-03
2.757000000000000117e+00,1.189470405761718697e+00,2.266446741907479634e-02,-4.246142206202394020e-01,8.220699100135942655e-03
3.101999999999999869e+00,1.335229369628906149e+00,2.542162143970883373e-02,-4.243779400764627896e-01,8.195235796166613906e-03
3.447000000000000064e+00,1.464457614257812512e+00,2.731548283885485567e-02,-4.193932737876686634e-01,7.924422059429897178e-03
3.791999999999999815e+00,1.603485595214843906e+00,2.935464906846012648e-02,-4.178999461242419167e-01,7.741204923117122466e-03
4.136999999999999567e+00,1.763018891601562554e+00,3.127632921656597204e-02,-4.216122533453817156e-01,7.560147260470382810e-03
4.482000000000000206e+00,1.856232329101562328e+00,3.219728810342961656e-02,-4.099561199441864034e-01,7.183687662523341108e-03
4.826999999999999957e+00,1.933557904785156101e+00,3.280425224633109343e-02,-3.966747265948700196e-01,6.795991764311393180e-03
5.171999999999999709e+00,2.141281566406250114e+00,3.515993195632411555e-02,-4.103775264683935942e-01,6.798130695344957279e-03
5.517000000000000348e+00,2.210603862304687528e+00,3.576605586206380721e-02,-3.972801998899707643e-01,6.482881251053798644e-03
5.862000000000000099e+00,2.196412651367187330e+00,3.571601993267861652e-02,-3.714779344686913176e-01,6.092804492098024063e-03
6.206999999999999851e+00,2.230545333007812658e+00,3.613563419648817276e-02,-3.563293593517148361e-01,5.821755146848424552e-03
6.551999999999999602e+00,2.356267239746093534e+00,3.704857933228222072e-02,-3.567549206706921439e-01,5.654545075134649774e-03
6.897000000000000242e+00,2.410046812500000080e+00,3.778487001092099146e-02,-3.467069469317502484e-01,5.478450052330142116e-03
7.241999999999999993e+00,2.453140339355468935e+00,3.836601087737956384e-02,-3.361407539138014933e-01,5.297709317506153585e-03
7.583999999999999631e+00,2.646110438476562798e+00,3.967730024744824807e-02,-3.464268775006387746e-01,5.231711530517965496e-03
7.929000000000000270e+00,2.745694307128906608e+00,4.052645066811013524e-02,-3.439128903540406013e-01,5.111167949061689274e-03
8.273999999999999133e+00,2.705314948242187434e+00,4.067701882186729873e-02,-3.246925246229718232e-01,4.916245929643135552e-03
8.618999999999999773e+00,2.785089808593749883e+00,4.123339858847844402e-02,-3.209514803436629982e-01,4.784011902596408544e-03
8.964000000000000412e+00,2.853127281249999925e+00,4.169327012832569485e-02,-3.161890095647346133e-01,4.651190331138519742e-03
9.308999999999999275e+00,2.968445612792968813e+00,4.225313032611525271e-02,-3.168585898894887287e-01,4.538954809981228349e-03
9.653999999999999915e+00,3.024998923828125186e+00,4.246212492815616690e-02,-3.113931970495552592e-01,4.398397030055537990e-03
9.999000000000000554e+00,3.081840704589843938e+00,4.285022634175016804e-02,-3.063338038882013059e-01,4.285451179292945958e-03
