# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880923728179931254e-02,2.303113689387928552e-09,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,4.087675840759277812e-02,1.268607121804158386e-04,-6.396382935012599746e-02,3.677122092185966767e-04
6.899999999999999467e-01,9.138930765533448408e-02,4.130260295616077588e-04,-1.051885077877321439e-01,5.985884486400112588e-04
1.034999999999999920e+00,1.791852384185791125e-01,8.398112465044207031e-04,-1.549526581031689110e-01,8.114118323714210844e-04
1.379999999999999893e+00,2.945952176055908200e-01,1.291661559244030580e-03,-1.998449132781098259e-01,9.359866371333556024e-04
1.725000000000000089e+00,4.200675246963501142e-01,1.636886299370967409e-03,-2.326134999504642364e-01,9.489195938382419260e-04
2.069999999999999840e+00,5.477084377975464102e-01,1.916981541492215543e-03,-2.555068601525348759e-01,9.260780393682201562e-04
2.415000000000000036e+00,6.805797241592406177e-01,2.156345573559165056e-03,-2.740250463260626712e-01,8.928967178298820263e-04
2.757000000000000117e+00,7.823823989944458379e-01,2.313679662398381281e-03,-2.769579839363969787e-01,8.392019087407983540e-04
3.101999999999999869e+00,8.786759234848021682e-01,2.456138269323773424e-03,-2.771975132827217414e-01,7.917918340824543853e-04
3.447000000000000064e+00,9.685664301071167381e-01,2.567235314884703992e-03,-2.755315325863990084e-01,7.447738076253855198e-04
3.791999999999999815e+00,1.037109456047057954e+00,2.672928549003627911e-03,-2.685390872271251617e-01,7.048862207288048628e-04
4.136999999999999567e+00,1.102752325820922641e+00,2.781108064203118100e-03,-2.620118657334115086e-01,6.722523722995209922e-04
4.482000000000000206e+00,1.161882351478576769e+00,2.878535000151485803e-03,-2.550363931719717425e-01,6.422434181507108040e-04
4.826999999999999957e+00,1.231046794509887743e+00,2.999024832194993346e-03,-2.511368463285867936e-01,6.213020161995013845e-04
5.171999999999999709e+00,1.296347143310546679e+00,3.120357283049375423e-03,-2.470104226660377600e-01,6.033173401100881206e-04
5.517000000000000348e+00,1.361511057205200270e+00,3.243099197781805845e-03,-2.433753525327896905e-01,5.878374474862798184e-04
5.862000000000000099e+00,1.421061693809509086e+00,3.359538102264514586e-03,-2.392105862380944636e-01,5.731044186735780727e-04
6.206999999999999851e+00,1.472101052062988247e+00,3.472768722874621048e-03,-2.341375567554678516e-01,5.594923027025328283e-04
6.551999999999999602e+00,1.526923408561706275e+00,3.588458442943289351e-03,-2.301761555677513671e-01,5.476890175432371204e-04
6.897000000000000242e+00,1.590286028320312406e+00,3.714761916409122216e-03,-2.278493244944922447e-01,5.386054685238686251e-04
7.241999999999999993e+00,1.651269191627502853e+00,3.834736183936479376e-03,-2.254156247370482646e-01,5.295134194886053211e-04
7.583999999999999631e+00,1.701442632278442391e+00,3.937394579013936934e-03,-2.218662176947050479e-01,5.191712261358038963e-04
7.929000000000000270e+00,1.746244109046935833e+00,4.031755237188560173e-03,-2.178628921383700956e-01,5.084821840318526787e-04
8.273999999999999133e+00,1.795026497856139880e+00,4.134975091493829809e-03,-2.146745540940706576e-01,4.997552684909149952e-04
8.618999999999999773e+00,1.841495804275512738e+00,4.233139935028012828e-03,-2.114730904970081593e-01,4.911404960004655705e-04
8.964000000000000412e+00,1.885001576194763384e+00,4.329855853604849640e-03,-2.081874541402235490e-01,4.830272036596217414e-04
9.308999999999999275e+00,1.924600993125915815e+00,4.417712965223163403e-03,-2.047257230469563261e-01,4.745636443466713455e-04
9.653999999999999915e+00,1.962471521415710685e+00,4.503677270842227319e-03,-2.013323269249960024e-01,4.665089362794931985e-04
9.999000000000000554e+00,1.998078304092407054e+00,4.588589463520805628e-03,-1.979467013511958806e-01,4.589048368357640916e-04
