# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.880913601684569905e-02,7.475795209996639306e-09,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,6.209861624145507353e-02,4.120153884395806902e-04,-1.254767542742300790e-01,1.194247502723422413e-03
6.899999999999999467e-01,1.490288084411620917e-01,1.206178599282980903e-03,-1.887241629337919058e-01,1.748084926497073949e-03
1.034999999999999920e+00,2.731231434631347654e-01,2.138966814718156612e-03,-2.457140168563179683e-01,2.066634603592422056e-03
1.379999999999999893e+00,4.148966123046875509e-01,3.005636780756954646e-03,-2.870199103535086005e-01,2.177997667215184670e-03
1.725000000000000089e+00,5.506053922119140687e-01,3.612844172183744731e-03,-3.082876847507642348e-01,2.094402418657243404e-03
2.069999999999999840e+00,6.779440457458496549e-01,4.069463914624689947e-03,-3.184226617048328545e-01,1.965924596437048592e-03
2.415000000000000036e+00,8.012122588806153134e-01,4.441009690358294938e-03,-3.239764483907948689e-01,1.838927408015857178e-03
2.757000000000000117e+00,8.888364732666016454e-01,4.704776702272111914e-03,-3.155703073085802668e-01,1.706484113990610002e-03
3.101999999999999869e+00,9.707807213134764801e-01,4.977200158247658233e-03,-3.068896148602935914e-01,1.604513268293893732e-03
3.447000000000000064e+00,1.047067321472167967e+00,5.206584272922926658e-03,-2.983052467233310856e-01,1.510468312423245314e-03
3.791999999999999815e+00,1.102189815216064517e+00,5.415162287450365868e-03,-2.857016559069670003e-01,1.428049126437332854e-03
4.136999999999999567e+00,1.156529334045410140e+00,5.632439681914479246e-03,-2.750109253150990196e-01,1.361479255961924040e-03
4.482000000000000206e+00,1.206847623046874984e+00,5.804254776644441477e-03,-2.650688279852809748e-01,1.295014452620357357e-03
4.826999999999999957e+00,1.264059362701415834e+00,6.003991383754278544e-03,-2.579760154722540166e-01,1.243834966595044325e-03
5.171999999999999709e+00,1.317513739013671970e+00,6.207713693022985472e-03,-2.511029781509718228e-01,1.200254000971188182e-03
5.517000000000000348e+00,1.370154940643310448e+00,6.412942610749298826e-03,-2.449421433073164234e-01,1.162396703054068958e-03
5.862000000000000099e+00,1.419497012969970662e+00,6.629241959259533912e-03,-2.389436842294651864e-01,1.130883991685352171e-03
6.206999999999999851e+00,1.463726208068847567e+00,6.822346683790940503e-03,-2.327883151364591452e-01,1.099137535651835201e-03
6.551999999999999602e+00,1.511684738647461002e+00,7.017291972125326571e-03,-2.278503667018643986e-01,1.071015258260886232e-03
6.897000000000000242e+00,1.565911039764404267e+00,7.237966792390101642e-03,-2.243151955556848820e-01,1.049436971493417558e-03
7.241999999999999993e+00,1.616855524597168081e+00,7.444292326133668605e-03,-2.206636824883074222e-01,1.027933212666897085e-03
7.583999999999999631e+00,1.657353960998535047e+00,7.616718505375726263e-03,-2.160528513952649776e-01,1.004314148915575692e-03
7.929000000000000270e+00,1.694739951629638863e+00,7.783111687065694811e-03,-2.113672361726312565e-01,9.816006668010713969e-04
8.273999999999999133e+00,1.734024583648681617e+00,7.968179234356647517e-03,-2.073018428368184896e-01,9.630383411115118033e-04
8.618999999999999773e+00,1.774605770111084002e+00,8.143204387379289477e-03,-2.037123371730175658e-01,9.447968891262663446e-04
8.964000000000000412e+00,1.812208746520996172e+00,8.304063459326832194e-03,-2.000668909531627127e-01,9.263792346415474725e-04
9.308999999999999275e+00,1.844830441986083702e+00,8.444239138426238439e-03,-1.961565480684539786e-01,9.071048596440261505e-04
9.653999999999999915e+00,1.875224540313720656e+00,8.590774230524038033e-03,-1.922949455455640055e-01,8.898668148460780981e-04
9.999000000000000554e+00,1.904782438446045001e+00,8.736195004052722118e-03,-1.886161918621061251e-01,8.737068710923814137e-04
