# distance__t_0.0,pdf__t_0.0,distance__t_2.499,pdf__t_2.499,distance__t_4.998,pdf__t_4.998,distance__t_7.5,pdf__t_7.5,distance__t_9.999,pdf__t_9.999
1.880801000000000001e-02,4.882812500028997893e+05,1.533813500000000100e-02,1.744093945372008486e-02,2.570893500000000220e-02,1.054423902459776172e-02,3.983989999999999754e-02,8.916782932004865478e-03,8.915966999999999643e-02,7.877875018513636265e-03
1.880802999999999642e-02,0.000000000000000000e+00,4.333440499999999945e-02,0.000000000000000000e+00,7.201680500000000318e-02,0.000000000000000000e+00,9.459969999999999490e-02,0.000000000000000000e+00,1.511410099999999923e-01,0.000000000000000000e+00
1.880804999999999977e-02,0.000000000000000000e+00,7.133067499999999617e-02,1.744093945372009180e-02,1.183246750000000042e-01,0.000000000000000000e+00,1.493594999999999784e-01,0.000000000000000000e+00,2.131223499999999882e-01,0.000000000000000000e+00
1.880806999999999618e-02,0.000000000000000000e+00,9.932694499999999982e-02,8.720469726860041737e-02,1.646325450000000190e-01,0.000000000000000000e+00,2.041193000000000035e-01,8.916782932004865478e-03,2.751036900000000118e-01,7.877875018513632796e-03
1.880808999999999953e-02,0.000000000000000000e+00,1.273232149999999896e-01,5.232281836116021989e-02,2.109404149999999922e-01,1.054423902459776172e-02,2.588791000000000286e-01,8.916782932004856804e-03,3.370850300000000077e-01,1.575575003702727253e-02
1.880810999999999594e-02,0.000000000000000000e+00,1.553194850000000071e-01,1.046456367223205508e-01,2.572482849999999655e-01,1.054423902459776866e-02,3.136389000000000538e-01,1.783356586400974136e-02,3.990663700000000036e-01,0.000000000000000000e+00
1.880812999999999929e-02,0.000000000000000000e+00,1.833157550000000247e-01,8.720469726860037574e-02,3.035561549999999942e-01,1.054423902459776866e-02,3.683986999999999679e-01,1.783356586400974136e-02,4.610477099999999995e-01,1.575575003702727253e-02
1.880814999999999571e-02,0.000000000000000000e+00,2.113120250000000144e-01,6.976375781488036720e-02,3.498640249999999674e-01,8.435391219678205210e-02,4.231584999999999930e-01,2.675034879601458082e-02,5.230290499999999954e-01,0.000000000000000000e+00
1.880816999999999906e-02,0.000000000000000000e+00,2.393082950000000042e-01,1.395275156297605956e-01,3.961718949999999961e-01,3.163271707379326780e-02,4.779183000000000181e-01,8.916782932004860274e-03,5.850103899999999912e-01,2.363362505554091053e-02
1.880818999999999547e-02,0.000000000000000000e+00,2.673045649999999940e-01,2.616140918058013631e-01,4.424797649999999694e-01,7.380967317218438406e-02,5.326781000000000432e-01,2.675034879601458082e-02,6.469917299999999871e-01,1.575575003702727253e-02
1.880820999999999882e-02,0.000000000000000000e+00,2.953008350000000393e-01,2.441731523520812852e-01,4.887876349999999981e-01,9.489815122137991443e-02,5.874379000000000683e-01,4.458391466002439157e-02,7.089730699999999830e-01,1.575575003702727253e-02
1.880822999999999523e-02,0.000000000000000000e+00,3.232971049999999735e-01,2.267322128983611795e-01,5.350955049999999158e-01,8.435391219678205210e-02,6.421976999999999824e-01,2.675034879601458082e-02,7.709544099999999789e-01,7.877875018513636265e-03
1.880824999999999858e-02,0.000000000000000000e+00,3.512933750000000188e-01,3.139369101669616247e-01,5.814033750000000556e-01,8.435391219678205210e-02,6.969575000000000076e-01,2.675034879601458082e-02,8.329357499999999748e-01,7.877875018513636265e-03
1.880827000000000193e-02,0.000000000000000000e+00,3.792896450000000086e-01,4.709053652504415211e-01,6.277112449999999733e-01,1.370751073197711556e-01,7.517172999999999217e-01,1.070013951840585453e-01,8.949170899999999707e-01,3.938937509256818653e-02
