# vs,max_surftimeconst,max_average_velocity_axis
4.000000000000000000e+00,0.000000000000000000e+00,2.343804729440814860e-01
8.000000000000000000e+00,0.000000000000000000e+00,5.636620874101825329e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.213899215897486505e-02
