# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,2.034951706390367987e-01,1.244599343013230441e-01,1.057838389058100431e-01
-7.612499999999999822e-01,2.532195849606299065e-01,1.657088526365408654e-01,1.469641223056402379e-01
-7.087499999999999911e-01,3.060587112031789569e-01,2.130529592709032027e-01,1.958167989791133878e-01
-6.562500000000000000e-01,3.694970939552831291e-01,2.683406923946231593e-01,2.493412560863176308e-01
-6.037500000000000089e-01,4.440608200455273269e-01,3.340870393661468651e-01,3.167284726678619156e-01
-5.512499999999999067e-01,5.193105247800808844e-01,4.068025682240578589e-01,3.977419843451315828e-01
-4.987499999999999156e-01,6.043906384815692645e-01,4.867115400949023618e-01,4.836333486808641613e-01
-4.462499999999999800e-01,6.856240555777735057e-01,5.684435332423862786e-01,5.740629096980537360e-01
-3.937499999999999889e-01,7.610911506095143775e-01,6.482889133277092153e-01,6.599453077759941388e-01
-3.412499999999999423e-01,8.296771229616647370e-01,7.285252200396544753e-01,7.509527035676105688e-01
-2.887499999999999512e-01,9.029233283232095397e-01,8.067200087696835276e-01,8.367767980484205337e-01
-2.362499999999999600e-01,9.699334820866903906e-01,8.675257754757712547e-01,9.069454794743624371e-01
-1.837499999999999689e-01,1.009614225367471585e+00,9.198953304441266354e-01,9.681708267493375208e-01
-1.312499999999999778e-01,1.045729862553879341e+00,9.701022868375811514e-01,1.021969988849466882e+00
-7.874999999999998668e-02,1.050418467775333209e+00,1.009426193250573700e+00,1.049627495021519863e+00
-2.624999999999999556e-02,1.035034310003409397e+00,1.028325438851156903e+00,1.061019054078240931e+00
2.624999999999999556e-02,1.002263989415337786e+00,1.024791327203868452e+00,1.050650004895176126e+00
7.874999999999998668e-02,9.588278068609636939e-01,1.008027546204377956e+00,1.031941916946995219e+00
1.312499999999999778e-01,9.034692997637683298e-01,9.736910967306333653e-01,9.911978663249094712e-01
1.837500000000000244e-01,8.280883173598779790e-01,9.144992003913843259e-01,9.405798327976323536e-01
2.362500000000000711e-01,7.498327708073349029e-01,8.538205487328471843e-01,8.678726051024139299e-01
2.887500000000000622e-01,6.695851272722187497e-01,7.800953486933909220e-01,7.911693335634941704e-01
3.412500000000000533e-01,5.880248554298346253e-01,6.949971251341726663e-01,7.109810623157276632e-01
3.937500000000000444e-01,5.102027013393666266e-01,6.238147905647769553e-01,6.164395647737132000e-01
4.462500000000000355e-01,4.343158914535271142e-01,5.481677631934651629e-01,5.314766478944584760e-01
4.987500000000000266e-01,3.620935293445932679e-01,4.744165015130002439e-01,4.459228405865394707e-01
5.512500000000000178e-01,2.959042861674460179e-01,4.069152041487945071e-01,3.691503675204836354e-01
6.037500000000000089e-01,2.359486997396532115e-01,3.474995538366561498e-01,3.030395679408991461e-01
6.562500000000000000e-01,1.861260330405849761e-01,2.857155953022895156e-01,2.365393324796752350e-01
7.087499999999999911e-01,1.457567839686574329e-01,2.354727388791402198e-01,1.855760975682546055e-01
7.612499999999999822e-01,1.076834996467731231e-01,1.868613742983192272e-01,1.421520032078664453e-01
8.137499999999999734e-01,7.941690668489947980e-02,1.424170462648246260e-01,1.074496184671008131e-01
