# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.612812103889770921e-01,5.856248331456791689e+00,6.317661567220431706e-01,7.455417410036027981e+00,-3.985089639149465984e-02,-8.465882967759667810e-02,2.823806781850065478e-03,-4.648549970817391838e-03,-5.777171470428298095e-02,-4.626773735596220738e-02,-1.551323711423879641e-02,3.239843891849147894e-01,3.202859228711931738e-01,3.033626967177186495e-01
