# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,2.148533955149678210e-01,1.331303457366007359e-01,1.102847729396997517e-01
-7.612499999999999822e-01,2.681615697387797481e-01,1.724915187519341919e-01,1.497201895759734391e-01
-7.087499999999999911e-01,3.194917907479707941e-01,2.223703007065116199e-01,1.954868159005292150e-01
-6.562500000000000000e-01,3.804765417467637634e-01,2.791127115912785395e-01,2.530583629267392221e-01
-6.037500000000000089e-01,4.527715286867152189e-01,3.472427566308859403e-01,3.234820803567772796e-01
-5.512499999999999067e-01,5.377970357652699374e-01,4.145630031001463767e-01,3.978917508868687891e-01
-4.987499999999999156e-01,6.215209260260473600e-01,4.889088937939621848e-01,4.821487332270190662e-01
-4.462499999999999800e-01,6.980425269859495963e-01,5.723003771379873150e-01,5.716697804437118613e-01
-3.937499999999999889e-01,7.838553211882332006e-01,6.670050645380712906e-01,6.646728398255791204e-01
-3.412499999999999423e-01,8.536304519444871675e-01,7.504643744334635880e-01,7.638374553769178288e-01
-2.887499999999999512e-01,9.151953472519559485e-01,8.226349909938340810e-01,8.502114620605288886e-01
-2.362499999999999600e-01,9.631336493591832193e-01,8.864605179735739471e-01,9.163979552826199138e-01
-1.837499999999999689e-01,9.935136703829104965e-01,9.380221183328675272e-01,9.659099074490189452e-01
-1.312499999999999778e-01,1.027388297836380859e+00,9.840391493885481955e-01,1.009981846800381611e+00
-7.874999999999998668e-02,1.039737695399957307e+00,1.012942296606514914e+00,1.041105513151273199e+00
-2.624999999999999556e-02,1.030162151685074301e+00,1.026645375316329600e+00,1.055487098868746143e+00
2.624999999999999556e-02,1.002057009137241606e+00,1.028158291970840521e+00,1.048130901616112665e+00
7.874999999999998668e-02,9.496482935838834738e-01,9.970144445331932115e-01,1.034494915630765899e+00
1.312499999999999778e-01,8.964276061305044285e-01,9.573395380938297672e-01,9.933273114572529483e-01
1.837500000000000244e-01,8.212368031384867928e-01,9.054166291546691392e-01,9.422486489525385700e-01
2.362500000000000711e-01,7.469488941467570253e-01,8.320475271919532956e-01,8.722197073828062974e-01
2.887500000000000622e-01,6.640041585998635032e-01,7.615068340391465407e-01,7.998376058399980781e-01
3.412500000000000533e-01,5.865780884055273869e-01,6.867109427995947701e-01,7.069010920405569554e-01
3.937500000000000444e-01,5.035702471220473431e-01,6.132807765615977402e-01,6.164180676905193224e-01
4.462500000000000355e-01,4.213802235959852038e-01,5.343195247261551817e-01,5.234420423588895810e-01
4.987500000000000266e-01,3.513151419539193854e-01,4.586545192446762620e-01,4.399908602844459504e-01
5.512500000000000178e-01,2.834565669860371617e-01,3.958020198578227067e-01,3.653024022172278729e-01
6.037500000000000089e-01,2.255428486444453484e-01,3.323605655044016838e-01,2.961727829242249421e-01
6.562500000000000000e-01,1.815572659228210650e-01,2.824690111839101569e-01,2.376795344790353093e-01
7.087499999999999911e-01,1.379839515558081708e-01,2.276310962364485879e-01,1.831187661505312425e-01
7.612499999999999822e-01,1.032475272729104360e-01,1.789421772981695802e-01,1.346630371181967989e-01
8.137499999999999734e-01,7.293252116219305081e-02,1.376313541901495741e-01,1.023248064035935379e-01
