# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,4.642598613260017480e-04,2.788437619548791990e-03,3.492199451876521529e-03,3.134414151508199079e-03,8.566330336015035062e-04,4.132041698788476228e-03,2.453886284210454825e-03,3.442991859135203798e-03,1.248334916234492822e-03
-1.042187500000000000e+01,8.068165391019384595e-04,3.929270109165193710e-03,4.902435888103837992e-03,4.342770882741016705e-03,1.542630704135105387e-03,5.589301044639890387e-03,3.576761198939957306e-03,4.641492244059433787e-03,1.795051712702140775e-03
-9.703125000000000000e+00,1.309283127816465372e-03,5.556476156830276493e-03,6.720122074277038761e-03,6.154332988881032820e-03,2.503939340583897187e-03,7.801731350988668802e-03,4.931500024645707470e-03,6.397334874169059368e-03,2.739604086230660717e-03
-8.984375000000000000e+00,2.304894527275030969e-03,7.767347015085060771e-03,9.092648682249964906e-03,8.483059782762401163e-03,4.045342195017889372e-03,1.047923397408956868e-02,7.038769289320214763e-03,8.782126220123722543e-03,4.081912629989838115e-03
-8.265625000000000000e+00,3.686991829058785305e-03,1.100965166509433601e-02,1.235258513486501078e-02,1.144118523217529763e-02,6.110863702146726410e-03,1.380373266915337592e-02,9.938281724180814472e-03,1.185229116317683060e-02,6.165788130611193039e-03
-7.546875000000000000e+00,5.896939890560297728e-03,1.477178444501136764e-02,1.619237787163695097e-02,1.550143556626928758e-02,9.350850248269367698e-03,1.809150266833521939e-02,1.376544869293364406e-02,1.590217562955070427e-02,9.085943054559442872e-03
-6.828125000000000000e+00,8.886473035436907517e-03,1.983292799315587024e-02,2.126051557473396594e-02,2.055808081984491706e-02,1.376160380540968758e-02,2.374015573824156400e-02,1.881401203600720912e-02,2.155368982606790940e-02,1.333368320501901287e-02
-6.109375000000000000e+00,1.346857258987761360e-02,2.649122472154618463e-02,2.783302217730808728e-02,2.701281975815639572e-02,1.968239332015184542e-02,3.062811736386292227e-02,2.534176912624673539e-02,2.840496826223803603e-02,1.911877258816014821e-02
-5.390625000000000000e+00,1.977115222170874875e-02,3.489704388818797021e-02,3.522328286557312865e-02,3.576214304329777827e-02,2.743567219021350936e-02,3.865964006816742515e-02,3.403594005362552133e-02,3.638101354570832946e-02,2.691206462080017112e-02
-4.671875000000000000e+00,2.853885270642039784e-02,4.470330412438357215e-02,4.489540998711199354e-02,4.613913445680131731e-02,3.772149183832993607e-02,4.772165287950267537e-02,4.438096244655474754e-02,4.572114354959335575e-02,3.725188120357082050e-02
