# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,1.775369291529443061e-01,1.333355985071649763e-01,1.000305852981298732e-01
-7.612499999999999822e-01,2.235772559249729619e-01,1.698497290773562651e-01,1.412634869855084740e-01
-7.087499999999999911e-01,2.804516933367114384e-01,2.210574685802950967e-01,1.924646541024331858e-01
-6.562500000000000000e-01,3.423627515157190992e-01,2.766034818397254402e-01,2.518935607230592955e-01
-6.037500000000000089e-01,4.101638153635644990e-01,3.410534015815497311e-01,3.203337645287163138e-01
-5.512499999999999067e-01,4.812149285660826670e-01,4.074106858572317247e-01,3.953960716033539380e-01
-4.987499999999999156e-01,5.665672761528780521e-01,4.805971698378559975e-01,4.740702703391039829e-01
-4.462499999999999800e-01,6.568985160874671880e-01,5.562334184198739484e-01,5.567187962326671791e-01
-3.937499999999999889e-01,7.368169136161065724e-01,6.312279021601292506e-01,6.441821963223368641e-01
-3.412499999999999423e-01,8.228234791828742400e-01,7.184616543408902656e-01,7.344322613196723193e-01
-2.887499999999999512e-01,8.924312820712168026e-01,7.991579332694450644e-01,8.169118517723362727e-01
-2.362499999999999600e-01,9.465377907505360122e-01,8.655569011422074022e-01,8.988671036025256411e-01
-1.837499999999999689e-01,9.960427711136838891e-01,9.279187452578495643e-01,9.638972227974954565e-01
-1.312499999999999778e-01,1.035800299362305665e+00,9.677218348432782280e-01,1.018042820534860393e+00
-7.874999999999998668e-02,1.038741766491069640e+00,1.006357465203516321e+00,1.048141293347288006e+00
-2.624999999999999556e-02,1.032500576645133172e+00,1.027020931781831070e+00,1.064439290835060170e+00
2.624999999999999556e-02,1.015123584374022059e+00,1.026898402166169566e+00,1.059279284601343907e+00
7.874999999999998668e-02,9.780787198630301882e-01,1.014766329705024228e+00,1.052945731173393851e+00
1.312499999999999778e-01,9.174485023678689011e-01,9.683107742614907032e-01,1.010083680541087992e+00
1.837500000000000244e-01,8.534649048314050246e-01,9.134375896940650774e-01,9.499662656076933720e-01
2.362500000000000711e-01,7.829696147880198520e-01,8.502897122201215074e-01,8.808798860089376292e-01
2.887500000000000622e-01,7.056224281030872847e-01,7.838342417033404841e-01,7.868821250041369009e-01
3.412500000000000533e-01,6.220414334838542114e-01,7.073533693011917478e-01,7.067088560749174020e-01
3.937500000000000444e-01,5.391092820187903811e-01,6.281129081906391409e-01,6.212311731485282706e-01
4.462500000000000355e-01,4.609174224231564754e-01,5.412172558156579383e-01,5.347524840651893818e-01
4.987500000000000266e-01,3.848709017160165113e-01,4.759380982156216633e-01,4.506275889215583530e-01
5.512500000000000178e-01,3.167689802400984189e-01,4.047344345415964662e-01,3.716597598426559790e-01
6.037500000000000089e-01,2.607499809796197110e-01,3.431384895126337042e-01,3.055792037167505137e-01
6.562500000000000000e-01,2.054935091236040068e-01,2.892648736489881744e-01,2.438124760058564267e-01
7.087499999999999911e-01,1.576498212797909637e-01,2.409400236779438986e-01,1.925373000384202060e-01
7.612499999999999822e-01,1.185904282466997417e-01,1.853806356052041249e-01,1.486231878212042334e-01
8.137499999999999734e-01,8.825148844675784199e-02,1.444375876592092212e-01,1.109648147028536175e-01
