# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,3.973982366762574014e-04,2.622937072927137517e-03,3.205491701371624823e-03,2.962018609685662055e-03,9.513864474955215696e-04,4.213020447645089879e-03,2.327065484107261779e-03,3.808835128426892817e-03,1.011300470271983163e-03
-1.042187500000000000e+01,6.727229141736063359e-04,3.856962678159847092e-03,4.656424141133645722e-03,4.302115577189242167e-03,1.618109428730983828e-03,5.621446722418635758e-03,3.475394451147265518e-03,5.045551954059719797e-03,1.675726695108357370e-03
-9.703125000000000000e+00,1.180007128481542523e-03,5.409519255687143986e-03,6.121575870552399892e-03,6.139502446441387137e-03,2.515653170451835879e-03,7.644744109107179213e-03,4.973232864632017199e-03,6.867498054966037456e-03,2.567244507982821815e-03
-8.984375000000000000e+00,2.151490485865715542e-03,7.922500282731961829e-03,8.407206729017102295e-03,8.613682559183797466e-03,3.799621706024229953e-03,1.028684357776939867e-02,7.094606730191465281e-03,9.081643813186660724e-03,3.813299353322440344e-03
-8.265625000000000000e+00,3.623234462945953624e-03,1.068425186534253599e-02,1.143963512695708729e-02,1.165206280248544390e-02,6.038936094886955021e-03,1.357987004761853495e-02,9.856667407383938595e-03,1.237152830704961980e-02,5.945624136134306133e-03
-7.546875000000000000e+00,5.774994819136180201e-03,1.404100535225700185e-02,1.546109706673058116e-02,1.568278075310549843e-02,9.096428520419558295e-03,1.801922522013731792e-02,1.374999168146029578e-02,1.685640573342402429e-02,8.840902477766770032e-03
-6.828125000000000000e+00,8.583475702233481566e-03,1.891988969121760275e-02,2.021292878554014835e-02,2.121822113761786741e-02,1.351620695031670837e-02,2.355217743586653437e-02,1.871594937280382856e-02,2.236316485952887997e-02,1.296636372437496611e-02
-6.109375000000000000e+00,1.316098408844523088e-02,2.595345932628271082e-02,2.667055958582473241e-02,2.792259572169687731e-02,1.957140954436410382e-02,3.046071865808056001e-02,2.553047382196113602e-02,2.882677761299226246e-02,1.904092571703458123e-02
-5.390625000000000000e+00,1.949245608583332484e-02,3.401356137832190624e-02,3.468080544081810629e-02,3.609093728436677667e-02,2.769573236036259808e-02,3.850547501854145044e-02,3.412385590566729965e-02,3.631428452291524805e-02,2.651201766802123438e-02
-4.671875000000000000e+00,2.829273380680590727e-02,4.358058932497713145e-02,4.389252861739648820e-02,4.548654331671735107e-02,3.846300583225351066e-02,4.756002152479919809e-02,4.468197274102169575e-02,4.596010051217288422e-02,3.690936697800037414e-02
