# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,6.924732853477372826e-04,3.061730280398559326e-03,3.627824598345568384e-03,3.269390071768137496e-03,8.621609956682746607e-04,4.052716799585126886e-03,2.499214705092458848e-03,3.062913759595244350e-03,8.608953254190449857e-04
-1.042187500000000000e+01,1.153449499273574708e-03,4.228413671422234094e-03,5.020960707805626269e-03,4.604510412739772941e-03,1.453749952218542571e-03,5.826405088308009989e-03,3.706128809740732739e-03,4.274636792334927764e-03,1.543074964012001917e-03
-9.703125000000000000e+00,1.737120072766681770e-03,6.132485700761341335e-03,6.654371357636756218e-03,6.285200210794652034e-03,2.409477323215236406e-03,7.595414983074521946e-03,5.624859730019371624e-03,5.853297812371989484e-03,2.298533679363847469e-03
-8.984375000000000000e+00,2.983808276036720511e-03,8.664854879934211912e-03,9.300187526769185253e-03,8.763455813460063054e-03,3.498840636114310988e-03,1.018861941433293547e-02,7.730051263682427391e-03,8.051516942216870379e-03,3.620415623042416361e-03
-8.265625000000000000e+00,4.676993799485325981e-03,1.146629013229731250e-02,1.191647072174491749e-02,1.192449221992889288e-02,5.697860159473859369e-03,1.369258637110204284e-02,1.045967424758989343e-02,1.099097381022024790e-02,5.457103438245933941e-03
-7.546875000000000000e+00,7.302770631831352090e-03,1.530788688198983505e-02,1.591131030942410582e-02,1.644238165384939374e-02,8.463285014733874789e-03,1.823337183810542009e-02,1.417602964473592235e-02,1.504919228841028814e-02,7.940554826055136461e-03
-6.828125000000000000e+00,1.092065376852987581e-02,2.050037467047997539e-02,2.072478411845534232e-02,2.162289543048363794e-02,1.229662441258184101e-02,2.373290707646322911e-02,1.931268226288868073e-02,2.013397295040223953e-02,1.198474489468009767e-02
-6.109375000000000000e+00,1.640501555841276590e-02,2.719900845764848529e-02,2.721390107947993520e-02,2.780229759841644499e-02,1.806849917208966025e-02,3.103807716024497079e-02,2.656199577404622092e-02,2.677164623333158633e-02,1.754220716811440151e-02
-5.390625000000000000e+00,2.336503041608495659e-02,3.534397651630317994e-02,3.514134031739259145e-02,3.516917700168457894e-02,2.589440262705072771e-02,3.908249846766788382e-02,3.541140809155185476e-02,3.538360565410296477e-02,2.501874181975149644e-02
-4.671875000000000000e+00,3.342972621516213105e-02,4.488400057212225958e-02,4.459155304679612852e-02,4.499183600625004248e-02,3.559101492084773555e-02,4.858780986980536232e-02,4.601981303913900423e-02,4.505042734475787208e-02,3.516011860814739071e-02
-3.953125000000000000e+00,4.673117209420982188e-02,5.621695921417591002e-02,5.582160384505754913e-02,5.663362037394002735e-02,4.744478233829721447e-02,5.900597173096757547e-02,5.746546646135246988e-02,5.536589229745899482e-02,4.751031847568040062e-02
-3.234375000000000000e+00,6.262548125615595429e-02,6.840914184502308593e-02,6.828652264718158837e-02,6.932582288457311837e-02,6.267343481878798195e-02,7.025501700787856185e-02,7.096330529473091064e-02,6.816824993098698215e-02,6.298071913745482975e-02
-2.515625000000000000e+00,8.119770978601809075e-02,8.099689206890514637e-02,8.178662554823100395e-02,8.152561812954545184e-02,8.027534694754286104e-02,8.073695820693903291e-02,8.472654696858059054e-02,8.107193254632980017e-02,8.064368212489718413e-02
