# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.626796247866416745e-01,5.849195237349820609e+00,6.310399913483359935e-01,7.429132028989633874e+00,-1.057556336834855788e-02,-5.641330949442592557e-02,3.629605355652750463e-03,1.284608584198264217e-03,-3.002244546954694823e-02,-5.537999424551826033e-03,3.833754789053101485e-03,3.170014212556023225e-01,3.247248355577748158e-01,3.049415528231541050e-01
