# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,3.762359308357280416e-04,2.463749701776079843e-03,2.674236201784566894e-03,2.762307481433394756e-03,1.334086876952226717e-03,4.765127520204091686e-03,2.164860062579692952e-03,4.225933615704938716e-03,1.646435716552777746e-03
-1.042187500000000000e+01,5.625649760873871214e-04,3.487670058327482173e-03,3.983539194086941314e-03,3.895504989128252549e-03,2.242937054909398611e-03,6.521975059212195211e-03,3.359249564332111773e-03,5.533351248631369554e-03,2.339200297062593754e-03
-9.703125000000000000e+00,9.630992292965405519e-04,5.069300677182259594e-03,5.694033216975319042e-03,5.521634421346410977e-03,3.625086198104001973e-03,8.651020079617367103e-03,4.694519572395786447e-03,7.436991340771771479e-03,3.602287008355577972e-03
-8.984375000000000000e+00,1.604545611244983421e-03,7.117019884081294753e-03,7.920739281655552605e-03,7.638386038535751460e-03,5.500058727756091878e-03,1.155981744522767765e-02,6.671004560370592286e-03,1.015805791913975027e-02,5.206857460410602503e-03
-8.265625000000000000e+00,2.599161149547419593e-03,1.012147456972597830e-02,1.086720097983623519e-02,1.056200209720798040e-02,8.147335312118872755e-03,1.493107673762987357e-02,9.407991113539062797e-03,1.366044952276099234e-02,7.548600139148366368e-03
-7.546875000000000000e+00,4.182605921176527249e-03,1.400642405965882298e-02,1.465383128883843318e-02,1.462591120770791869e-02,1.213593280774989680e-02,1.926314006202733617e-02,1.285364513237336262e-02,1.809839401934613609e-02,1.093490596330299290e-02
-6.828125000000000000e+00,6.580376044644869159e-03,1.928053311549657312e-02,1.974874576051884739e-02,1.984664311226380304e-02,1.734992158128597500e-02,2.498313692849433651e-02,1.747399715932370506e-02,2.371034701686538376e-02,1.597807271171712215e-02
-6.109375000000000000e+00,1.015965798733834725e-02,2.549101633402798064e-02,2.616985651963640164e-02,2.664527546384061127e-02,2.373411264506127688e-02,3.149226140288327591e-02,2.404925082064878969e-02,3.012132590862517598e-02,2.234422132130382127e-02
-5.390625000000000000e+00,1.500089965934777066e-02,3.374702888852335048e-02,3.372488141384281934e-02,3.451893055980358171e-02,3.182693671538393276e-02,3.913590057077824536e-02,3.227934197158380952e-02,3.803185955151067860e-02,3.051158725903888036e-02
-4.671875000000000000e+00,2.223069324231034816e-02,4.313717029424693483e-02,4.340811521666463474e-02,4.469991110988151550e-02,4.272405172753279690e-02,4.879605523848549314e-02,4.251276890799973729e-02,4.709775905235953630e-02,4.060145067396737917e-02
