# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,1.830023994379611219e-01,1.347808114398736934e-01,1.142433335365285740e-01
-7.612499999999999822e-01,2.250773462143734749e-01,1.713320650203230544e-01,1.539673204148987451e-01
-7.087499999999999911e-01,2.869234036733738780e-01,2.152461383957944563e-01,2.041308547237286330e-01
-6.562500000000000000e-01,3.469298679493653115e-01,2.713380787827431306e-01,2.626500612410383462e-01
-6.037500000000000089e-01,4.147970219073019993e-01,3.391563231168177039e-01,3.298435497263436655e-01
-5.512499999999999067e-01,4.893927175054708090e-01,4.100613556284222194e-01,4.008807031318474268e-01
-4.987499999999999156e-01,5.710581716911977690e-01,4.889250343240144070e-01,4.813239386294334010e-01
-4.462499999999999800e-01,6.564249457980729785e-01,5.665070640485417863e-01,5.678870750117631649e-01
-3.937499999999999889e-01,7.294130299600406486e-01,6.525959437579810229e-01,6.582070188079902628e-01
-3.412499999999999423e-01,8.026230283545673361e-01,7.282519848162736231e-01,7.461562178816047997e-01
-2.887499999999999512e-01,8.745478082290412125e-01,8.042724618146827043e-01,8.244844801225393871e-01
-2.362499999999999600e-01,9.442459622968811805e-01,8.665254776222267585e-01,9.040476810222883852e-01
-1.837499999999999689e-01,9.939416971781652732e-01,9.251497932337445773e-01,9.599146071687788551e-01
-1.312499999999999778e-01,1.017702332481646321e+00,9.756212581310560461e-01,1.011427809638999031e+00
-7.874999999999998668e-02,1.040631913250616325e+00,1.000265257455064560e+00,1.044188095767999647e+00
-2.624999999999999556e-02,1.046447210718789655e+00,1.017495962367706897e+00,1.053565364003655969e+00
2.624999999999999556e-02,1.018574664950893105e+00,1.016671518315468647e+00,1.046861568773481688e+00
7.874999999999998668e-02,9.778336337216128049e-01,1.003876047685270390e+00,1.027199222153035274e+00
1.312499999999999778e-01,9.229299790161898942e-01,9.644696773003142987e-01,9.912471937889939522e-01
1.837500000000000244e-01,8.586922319143298621e-01,9.122479506553821116e-01,9.362499531905086325e-01
2.362500000000000711e-01,7.775666358046136040e-01,8.526053624159106725e-01,8.624752916184147411e-01
2.887500000000000622e-01,7.014756025102338866e-01,7.757839418307524992e-01,7.841278784070380148e-01
3.412500000000000533e-01,6.191801076891687572e-01,6.936245884070838530e-01,7.038614210215846656e-01
3.937500000000000444e-01,5.424119831250781010e-01,6.240339850109869468e-01,6.204599915497305274e-01
4.462500000000000355e-01,4.665063908203255783e-01,5.439903123611803393e-01,5.371946172977355438e-01
4.987500000000000266e-01,3.882522274138655027e-01,4.764114020773727032e-01,4.608777777552102717e-01
5.512500000000000178e-01,3.182014029984963632e-01,4.115825910105507801e-01,3.759609643816543278e-01
6.037500000000000089e-01,2.591768022521352965e-01,3.465100561604274043e-01,3.059130248052405743e-01
6.562500000000000000e-01,2.054304041986012574e-01,2.883208813926876890e-01,2.416353211187589334e-01
7.087499999999999911e-01,1.596478264303805850e-01,2.319025995017939545e-01,1.856089491873166575e-01
7.612499999999999822e-01,1.208267497060186713e-01,1.886113617943155352e-01,1.428712073919559955e-01
8.137499999999999734e-01,8.775354842027496827e-02,1.494517617443259783e-01,1.081565543489941550e-01
