# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,3.416380455533038702e-04,2.629672927066993484e-03,3.013590995700479985e-03,2.880898986884031319e-03,1.824059938117375719e-03,4.605475478620096180e-03,2.263303914640509527e-03,4.098878270098509774e-03,1.665689874868231824e-03
-1.042187500000000000e+01,6.026462850529886763e-04,3.714433978339506687e-03,4.325335258619428420e-03,3.981778016686269607e-03,2.662597386901045110e-03,6.210593101107714578e-03,3.208269692994762407e-03,5.679569965893084028e-03,2.317689062838800950e-03
-9.703125000000000000e+00,9.831831454847437136e-04,5.121440013150057972e-03,6.130436436627042206e-03,5.550848992584710324e-03,3.976907564650951875e-03,8.336105878575639228e-03,4.830098458075079287e-03,7.535817409692802463e-03,3.390236574189245226e-03
-8.984375000000000000e+00,1.660542434959911932e-03,7.137688785795570645e-03,8.419865115151376617e-03,7.833945498154724213e-03,5.863122435261782471e-03,1.086401085846823086e-02,6.751488979272780855e-03,1.000143683053468686e-02,5.123282718793812501e-03
-8.265625000000000000e+00,2.700278606826274960e-03,9.968016965487444883e-03,1.147474210523987542e-02,1.088557233194700248e-02,8.321244537086767631e-03,1.408973845017187816e-02,9.271903453794380287e-03,1.339525485574422602e-02,7.457240615203891698e-03
-7.546875000000000000e+00,4.301469059940652741e-03,1.354904916088012744e-02,1.499145675155621506e-02,1.521316776019054212e-02,1.183021647872303274e-02,1.884668521281176665e-02,1.301685289102663158e-02,1.775187143092732053e-02,1.096105071606052854e-02
-6.828125000000000000e+00,6.639183821100408910e-03,1.827205456629151653e-02,2.009116424979147733e-02,2.075483269616590701e-02,1.667500154861981804e-02,2.470305132974920728e-02,1.780657325047176054e-02,2.311383276036130599e-02,1.571545006923996332e-02
-6.109375000000000000e+00,1.039336785854585651e-02,2.398384083461429367e-02,2.610250058139378104e-02,2.728719529727566956e-02,2.297489601521991373e-02,3.187253773963978631e-02,2.409350639254939294e-02,2.961122771986461968e-02,2.240993982398348933e-02
-5.390625000000000000e+00,1.595828191118389694e-02,3.167900559506879599e-02,3.398317979431402652e-02,3.526626507498836771e-02,3.170875154946280194e-02,3.925366784644084006e-02,3.289474724134874850e-02,3.709182565566702949e-02,3.122574371212939043e-02
-4.671875000000000000e+00,2.353343931625142757e-02,4.149714306501971206e-02,4.343275693969469303e-02,4.547999373568751419e-02,4.205238140088436716e-02,4.831041713927015230e-02,4.357137681166704801e-02,4.693407076497316255e-02,4.149279993904568531e-02
