# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,2.035592191593638134e-01,1.311578043937055849e-01,1.071790319941905018e-01
-7.612499999999999822e-01,2.564939582065335344e-01,1.707199692328930096e-01,1.466231650982829926e-01
-7.087499999999999911e-01,3.129979504602034557e-01,2.182652880073357726e-01,1.961896991372807375e-01
-6.562500000000000000e-01,3.792630191282970187e-01,2.699430095840238408e-01,2.576491508396759889e-01
-6.037500000000000089e-01,4.520715871922726947e-01,3.325853979451902642e-01,3.263454423667353499e-01
-5.512499999999999067e-01,5.327036974441652362e-01,4.052840845480829013e-01,4.041632703081367572e-01
-4.987499999999999156e-01,6.105825130364536113e-01,4.859881985801560167e-01,4.897877430770222751e-01
-4.462499999999999800e-01,6.908398480529703845e-01,5.682736085201219867e-01,5.769361676755174750e-01
-3.937499999999999889e-01,7.708453195002588076e-01,6.567300512588809536e-01,6.686133775709862670e-01
-3.412499999999999423e-01,8.505319507944639756e-01,7.431098641306205232e-01,7.551873521915115628e-01
-2.887499999999999512e-01,9.054754169713586931e-01,8.196365102963475424e-01,8.369562172193294458e-01
-2.362499999999999600e-01,9.580732214091223220e-01,8.831120402288374915e-01,9.062368420796560464e-01
-1.837499999999999689e-01,9.975750014907653895e-01,9.338083825019606321e-01,9.685664761369361386e-01
-1.312499999999999778e-01,1.025099224374928175e+00,9.767259192014210445e-01,1.022920338256701367e+00
-7.874999999999998668e-02,1.032200322448631136e+00,1.011815650160169833e+00,1.055689358098376385e+00
-2.624999999999999556e-02,1.025249722208588343e+00,1.029475648618726202e+00,1.068846216033356500e+00
2.624999999999999556e-02,9.995141288209871133e-01,1.031385062427462085e+00,1.053102811845358699e+00
7.874999999999998668e-02,9.556686280997342964e-01,1.002716186593133996e+00,1.032146680570990904e+00
1.312499999999999778e-01,8.990984890905447946e-01,9.682974885699715539e-01,9.905885393470912348e-01
1.837500000000000244e-01,8.285526522249182513e-01,9.109600483702003926e-01,9.380464163689209434e-01
2.362500000000000711e-01,7.541291635937602544e-01,8.431016661243543320e-01,8.650076486825660771e-01
2.887500000000000622e-01,6.768993915509037285e-01,7.730159210691508465e-01,7.799909010268364362e-01
3.412500000000000533e-01,5.969930739422413257e-01,7.031211107849811848e-01,7.028188214765038744e-01
3.937500000000000444e-01,5.169044739774940611e-01,6.236281995923323995e-01,6.129577073564328460e-01
4.462500000000000355e-01,4.347874456013053335e-01,5.438182179198665089e-01,5.253423557108367614e-01
4.987500000000000266e-01,3.618989297550661011e-01,4.693134605450753338e-01,4.406471523164723347e-01
5.512500000000000178e-01,2.917613630940276703e-01,4.020060376787436551e-01,3.656496551814123475e-01
6.037500000000000089e-01,2.323474728156544600e-01,3.336044125010940720e-01,2.963187042850249364e-01
6.562500000000000000e-01,1.795257467708876176e-01,2.746699539142215540e-01,2.346988513423333422e-01
7.087499999999999911e-01,1.368623653175702337e-01,2.197962230228076297e-01,1.822852275320751281e-01
7.612499999999999822e-01,1.042917937193070937e-01,1.763778883972567657e-01,1.365416939478412695e-01
8.137499999999999734e-01,7.482195736630042893e-02,1.351757428999664779e-01,1.035860325446987112e-01
