# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,3.805822284317415902e-04,2.713916356365030178e-03,3.527264710458769513e-03,2.862246823327580306e-03,1.209422228413985136e-03,4.703688197945741535e-03,2.235644020184979729e-03,3.971142452830114106e-03,1.406576221601493759e-03
-1.042187500000000000e+01,6.889140036713332005e-04,3.680807134833612507e-03,4.763310773501000864e-03,4.068690663744258147e-03,1.913342332809908055e-03,6.329016776306344537e-03,3.309687968416066481e-03,5.572644292845727564e-03,2.261011556756333148e-03
-9.703125000000000000e+00,1.081193609068596163e-03,5.379251959354523598e-03,6.404446524494062168e-03,5.614286638299503113e-03,3.112223797976016327e-03,8.173605762078355735e-03,4.882476724111134078e-03,7.293031186894525196e-03,3.297354178788439085e-03
-8.984375000000000000e+00,1.805500434606495570e-03,7.582015922680641201e-03,8.684183598486371405e-03,7.707879483870262380e-03,4.961204446643673743e-03,1.110048677639719969e-02,6.836700733488991141e-03,9.500605364695996133e-03,4.737589629252762259e-03
-8.265625000000000000e+00,2.811140907075593189e-03,1.065850921370012708e-02,1.161390467904416593e-02,1.097295055341671738e-02,7.469460012668406070e-03,1.470405170183745024e-02,9.426966324092782290e-03,1.281051899198726481e-02,7.173235147074403031e-03
-7.546875000000000000e+00,4.494184968914967382e-03,1.449655474837302331e-02,1.522800326893931390e-02,1.477916577224982694e-02,1.082340253586503744e-02,1.948675384992793261e-02,1.297734586140570842e-02,1.740928085777754958e-02,1.041689954234751615e-02
-6.828125000000000000e+00,7.084865760841170534e-03,1.975065152653648556e-02,2.039132290235041306e-02,1.977937220972152479e-02,1.589605752326349666e-02,2.477836536272765705e-02,1.767640733985238397e-02,2.255887511736057519e-02,1.519031335657952675e-02
-6.109375000000000000e+00,1.068440344445988933e-02,2.612532459497806520e-02,2.689895091507654712e-02,2.649476320207200600e-02,2.230908475025311991e-02,3.168205012667523607e-02,2.394948684570678832e-02,2.957367827918566672e-02,2.123182556921878947e-02
-5.390625000000000000e+00,1.614394135006728959e-02,3.346685831460515653e-02,3.493503566911931174e-02,3.489282891055776187e-02,3.015345253525553854e-02,3.940486406477856918e-02,3.279324693621400721e-02,3.726785557982600222e-02,2.954601392049970368e-02
-4.671875000000000000e+00,2.395515140777352420e-02,4.339186769083292622e-02,4.453545804399888092e-02,4.444117750211227375e-02,4.039732459265550635e-02,4.878276117676013518e-02,4.313299127588027249e-02,4.660380510453959041e-02,3.998207105269578621e-02
-3.953125000000000000e+00,3.508989317112318901e-02,5.546731081166883515e-02,5.562854233737314635e-02,5.650808355219097412e-02,5.318672171799094378e-02,5.829168233643208796e-02,5.550361573916841318e-02,5.782573800822289611e-02,5.270261645576637677e-02
-3.234375000000000000e+00,4.848586219641713713e-02,6.831330807434117525e-02,6.904368282540192248e-02,6.994862069659046888e-02,6.937057833932067097e-02,6.903865503504377776e-02,6.945032412575315173e-02,6.853042113374778477e-02,6.851227271627434445e-02
-2.515625000000000000e+00,6.536003448742029598e-02,8.219885422806733066e-02,8.347192198878365665e-02,8.420544847802148569e-02,8.676449639702922545e-02,7.845020423379980845e-02,8.563349252987247084e-02,8.012678051787407163e-02,8.688412069643805524e-02
-1.796875000000000000e+00,8.564004698573231267e-02,9.525317152583051561e-02,9.618504634623938065e-02,9.628490197058346689e-02,1.056198461870627159e-01,8.805660014953312076e-02,9.894247077106405053e-02,9.099728625280298355e-02,1.048978017151692560e-01
-1.078125000000000000e+00,1.075415882469005768e-01,1.056348283190760573e-01,1.053391300844907924e-01,1.056444128050245124e-01,1.210359065317854338e-01,9.500011777068387286e-02,1.094257846869926831e-01,1.001623670165276286e-01,1.211838278653455808e-01
-3.593750000000000000e-01,1.281173911948357835e-01,1.119086500388564720e-01,1.109862972815528620e-01,1.106007352475977257e-01,1.323531930417235492e-01,9.873650333006769864e-02,1.151951995667785111e-01,1.050526433519382297e-01,1.326994719098035513e-01
3.593750000000000000e-01,1.445955093708827244e-01,1.132648073592519428e-01,1.093343884611740480e-01,1.110993729726898749e-01,1.370056757666309188e-01,9.852468450082252360e-02,1.154224133224412002e-01,1.056848705607970340e-01,1.378242939159032843e-01
1.078125000000000000e+00,1.512516026030601146e-01,1.083399878454098797e-01,1.042149157533489578e-01,1.064688561649829446e-01,1.323638115956611017e-01,9.460100385500465336e-02,1.101583925586296780e-01,1.011844657379269846e-01,1.334476132832212447e-01
1.796875000000000000e+00,1.457819106298829104e-01,9.914996535110845444e-02,9.537033663422017638e-02,9.721296206326987543e-02,1.190310773373847025e-01,8.814644937430977933e-02,9.867608034851478582e-02,9.277348454463381355e-02,1.207581161966811978e-01
2.515625000000000000e+00,1.289398621564555869e-01,8.675477836774894702e-02,8.360293054443944383e-02,8.381011496706504416e-02,9.920961431226699156e-02,7.942243807051101168e-02,8.434824672442438331e-02,8.219165449952475777e-02,9.980474848558765211e-02
3.234375000000000000e+00,1.034773023114783225e-01,7.249330157487134108e-02,6.996589426217587893e-02,7.072953905403218944e-02,7.537154119224366566e-02,6.886108450103875511e-02,6.993279267023226609e-02,6.966585034608238636e-02,7.482402817238087422e-02
3.953125000000000000e+00,7.519085550101989313e-02,5.832245952515627274e-02,5.684945681449385391e-02,5.726326448863704177e-02,5.197537290550793831e-02,5.880369597389082520e-02,5.685714864326622126e-02,5.751987799044360611e-02,5.120033660834448497e-02
4.671875000000000000e+00,4.792195541162641570e-02,4.535609400756754339e-02,4.478212299184803485e-02,4.513725214642893419e-02,3.261296715556438047e-02,4.938692416587753958e-02,4.443491840959577777e-02,4.648109631317785817e-02,3.304910944181189969e-02
