# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,5.941162900005466903e-04,2.874994996636963136e-03,3.403686613325004884e-03,3.424517719799504908e-03,7.677425747694092278e-04,3.853584424263825203e-03,2.460990588264031810e-03,2.948610521779134602e-03,1.071621356692338241e-03
-1.042187500000000000e+01,1.073406857165714766e-03,4.074901399728918933e-03,4.688038466903197803e-03,4.715528903754741263e-03,1.268101608307654025e-03,5.182821902793168130e-03,3.588959706294261864e-03,4.053079116927919834e-03,1.509260335345286377e-03
-9.703125000000000000e+00,1.825548693783470315e-03,5.710884747827610873e-03,6.514898617516531702e-03,6.280441957824696615e-03,2.098551198675263022e-03,7.028920704874927657e-03,5.271369704764442693e-03,5.678517135277459486e-03,2.252821872163122876e-03
-8.984375000000000000e+00,3.044810780520388564e-03,8.077889289979352586e-03,9.060555718784977369e-03,8.728047413661938966e-03,3.354486503811654127e-03,9.900024118150472369e-03,7.511513973127670503e-03,7.704200839311852247e-03,3.437784436912373186e-03
-8.265625000000000000e+00,4.753290941725911087e-03,1.100072570117200180e-02,1.200827502444703695e-02,1.177299302236682957e-02,5.461193706142890292e-03,1.327173109501379213e-02,1.028319519018295984e-02,1.056325206712159862e-02,5.200784871490102268e-03
-7.546875000000000000e+00,7.552240596006263434e-03,1.493806306907495725e-02,1.584229884822449877e-02,1.602105776236768114e-02,8.024900531509436899e-03,1.761188897166130959e-02,1.404967000597022973e-02,1.467247608389153635e-02,7.866954360843125132e-03
-6.828125000000000000e+00,1.120783063461913698e-02,2.003660541402443179e-02,2.090948275874174311e-02,2.118104587476814932e-02,1.189238510292811926e-02,2.329871729144512155e-02,1.885003097598651409e-02,1.988077194441265766e-02,1.166589044956964187e-02
-6.109375000000000000e+00,1.651228416609249600e-02,2.648381472026304848e-02,2.737670179128003090e-02,2.743227060917482682e-02,1.740336424589860459e-02,2.953755903976271885e-02,2.619621297278564714e-02,2.611810068694560283e-02,1.725137429762154534e-02
-5.390625000000000000e+00,2.355183413805941872e-02,3.460275640170250994e-02,3.490042515679602636e-02,3.541862682870244861e-02,2.455758141905928227e-02,3.850091154143406996e-02,3.542691188274420949e-02,3.412966321312783241e-02,2.427854561424097612e-02
-4.671875000000000000e+00,3.412038225751563847e-02,4.398126380209852609e-02,4.409834086879947657e-02,4.474364259579931280e-02,3.387818138912498944e-02,4.806512791977437388e-02,4.604552519340298494e-02,4.376746613389553148e-02,3.375921517574403952e-02
-3.953125000000000000e+00,4.747087220625989534e-02,5.587943399765589458e-02,5.546167727214624393e-02,5.665603076263536764e-02,4.688204397376096594e-02,5.862219134934415488e-02,5.767797714209806081e-02,5.608118710488027570e-02,4.705981256523396328e-02
-3.234375000000000000e+00,6.297534180280631166e-02,6.956971468729016006e-02,6.852361575402372840e-02,6.905224174435641016e-02,6.269025270542405437e-02,6.943202004467119437e-02,7.138174039608499721e-02,6.915215714961843452e-02,6.276873859522380528e-02
-2.515625000000000000e+00,8.211433341786157636e-02,8.230137891827833674e-02,8.195496155080408962e-02,8.208089552116686061e-02,7.975191747990267865e-02,8.028569531200123455e-02,8.412934943501899909e-02,8.143319754616244743e-02,7.949135555040051648e-02
-1.796875000000000000e+00,1.018575643758857785e-01,9.444196392443483801e-02,9.486619060661950764e-02,9.340014598508913912e-02,9.913882331771207979e-02,9.091589606150872471e-02,9.665611812347300880e-02,9.367221857559064613e-02,9.960079775885186115e-02
-1.078125000000000000e+00,1.211211533879094360e-01,1.044259607884494429e-01,1.034531944190270197e-01,1.014700090343147176e-01,1.177114611925428045e-01,9.869728027100711787e-02,1.058086437379023165e-01,1.048796510942964083e-01,1.193854502091460795e-01
-3.593750000000000000e-01,1.358104912945160281e-01,1.101614603948406490e-01,1.079468109660390446e-01,1.056465309697484228e-01,1.326787597993738799e-01,1.036880389366158089e-01,1.096789519385134581e-01,1.093910940165994938e-01,1.347393993248106880e-01
3.593750000000000000e-01,1.441456319975527867e-01,1.117478548560959378e-01,1.085291764759806349e-01,1.062981903891443841e-01,1.424265238017710655e-01,1.039878583656114741e-01,1.095032211137138140e-01,1.092274199862133810e-01,1.423645921104701728e-01
1.078125000000000000e+00,1.433699769299197346e-01,1.067337709968787379e-01,1.027940643873010984e-01,1.031940496933412693e-01,1.429363525050123818e-01,9.911293986658986643e-02,1.048053210325267243e-01,1.056270852924396653e-01,1.408372332606624144e-01
