# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,1.734374256947249782e-01,1.370028861293847711e-01,1.108955825718165866e-01
-7.612499999999999822e-01,2.173405369086185979e-01,1.723915182508644894e-01,1.514119130215031417e-01
-7.087499999999999911e-01,2.702909162256265652e-01,2.197223396744462098e-01,1.982923221334768893e-01
-6.562500000000000000e-01,3.300697743556716968e-01,2.715079589712549035e-01,2.600204556688008872e-01
-6.037500000000000089e-01,3.916054869104326763e-01,3.356186490648887522e-01,3.260083166728664494e-01
-5.512499999999999067e-01,4.692982487511165868e-01,4.056195379293549563e-01,4.033239700033101616e-01
-4.987499999999999156e-01,5.524919778006870397e-01,4.835355032223842553e-01,4.888500849312831242e-01
-4.462499999999999800e-01,6.410795079259269391e-01,5.649214417215674411e-01,5.744112689520425308e-01
-3.937499999999999889e-01,7.215760357129099578e-01,6.493773939651028559e-01,6.632776095973796915e-01
-3.412499999999999423e-01,8.043466760834265816e-01,7.282838551367792901e-01,7.467878208237982429e-01
-2.887499999999999512e-01,8.825754540599123343e-01,8.016294868669534557e-01,8.344493859441841632e-01
-2.362499999999999600e-01,9.394545314303147654e-01,8.740238273623480714e-01,9.090480831604230705e-01
-1.837499999999999689e-01,9.932522695923995393e-01,9.213520775025191289e-01,9.659741348373743763e-01
-1.312499999999999778e-01,1.029114338915011473e+00,9.636832744252279426e-01,1.014304991393815802e+00
-7.874999999999998668e-02,1.050978463966471654e+00,1.000354779297684571e+00,1.034123289278912727e+00
-2.624999999999999556e-02,1.052364195122530210e+00,1.017382824969908173e+00,1.048616570920800628e+00
2.624999999999999556e-02,1.029109374313939229e+00,1.017880061853848606e+00,1.046059264930695898e+00
7.874999999999998668e-02,9.850171361234819623e-01,9.977581433524778110e-01,1.023772801819272216e+00
1.312499999999999778e-01,9.291628326253321690e-01,9.608418359897007432e-01,9.834512822650141040e-01
1.837500000000000244e-01,8.603217685858939312e-01,9.109884261656416848e-01,9.288117953704507768e-01
2.362500000000000711e-01,7.907433680789991426e-01,8.509416924573922625e-01,8.647945054969676804e-01
2.887500000000000622e-01,7.168397861911394164e-01,7.765949743237188230e-01,7.861857792235709130e-01
3.412500000000000533e-01,6.339759034569263374e-01,6.993173099919635094e-01,7.079529378907087889e-01
3.937500000000000444e-01,5.477255623036810794e-01,6.242323247152044008e-01,6.214144660127441933e-01
4.462500000000000355e-01,4.655114760588963674e-01,5.532172201751016649e-01,5.348208339075810613e-01
4.987500000000000266e-01,3.935641457814599287e-01,4.768393182459348401e-01,4.501221754165773414e-01
5.512500000000000178e-01,3.254581250697654582e-01,4.133657987297245651e-01,3.754746437950206572e-01
6.037500000000000089e-01,2.662774149398006163e-01,3.460275666774914605e-01,3.069251343637255380e-01
6.562500000000000000e-01,2.115044454131685403e-01,2.904054980453463775e-01,2.462631946200445898e-01
7.087499999999999911e-01,1.646247529307935387e-01,2.403322482025144202e-01,1.894568430440870532e-01
7.612499999999999822e-01,1.204406900824751131e-01,1.921480218307833610e-01,1.447400058584218108e-01
8.137499999999999734e-01,8.806642620755646134e-02,1.503212523715867777e-01,1.075775836924013629e-01
