# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.625869885124112790e-01,5.857706558219303083e+00,6.286013091664457431e-01,7.432099869811180426e+00,4.298782086704792775e-03,-1.727908155219821940e-02,-4.474953000182832312e-03,-1.182765532119618235e-03,-8.429418220376722060e-02,6.666004184598078690e-03,9.052452427928352197e-02,3.132444123909460809e-01,3.237530623382661732e-01,3.053577688635072951e-01
