# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.114062500000000000e+01,6.720453969054036381e-04,2.736085788472718619e-03,3.435439123097799516e-03,3.290564837053791460e-03,9.002338247469934222e-04,3.927372963714025403e-03,2.521202267919275472e-03,3.385066595185938672e-03,1.004453940058799670e-03
-1.042187500000000000e+01,1.099449701373789948e-03,3.921517251312468463e-03,4.803330091633088023e-03,4.567199473500390024e-03,1.457580005516593679e-03,5.506760348731581239e-03,3.742043386640088887e-03,4.745640184368115147e-03,1.590161176164863821e-03
-9.703125000000000000e+00,1.890810251344391627e-03,5.739242157074837813e-03,6.642652150886555612e-03,6.473153967559568643e-03,2.380633283812404622e-03,7.717775296686438073e-03,5.238587873155876873e-03,6.447616104234132374e-03,2.310969373240590735e-03
-8.984375000000000000e+00,2.899515809183142011e-03,7.859218280261110606e-03,8.893606594850026956e-03,8.956270138305163012e-03,3.648697884482230737e-03,1.014872821471552583e-02,7.224580885934598663e-03,8.873564601279282024e-03,3.616666776184546475e-03
-8.265625000000000000e+00,4.364884199835286638e-03,1.095268245830927599e-02,1.212731933244262650e-02,1.204664168491985203e-02,5.777800309840611971e-03,1.352785045729836856e-02,1.011674223493891182e-02,1.199012745663738042e-02,5.452286219377371936e-03
-7.546875000000000000e+00,6.835939323992869070e-03,1.500023266597680198e-02,1.598926323042569944e-02,1.619364169177062857e-02,8.806846245755273889e-03,1.761478296042951960e-02,1.363486222142737923e-02,1.596850375459213725e-02,8.301339782268237627e-03
-6.828125000000000000e+00,1.003703883624474692e-02,1.979425792264619469e-02,2.087218648775225616e-02,2.142027782130909511e-02,1.335277252355848189e-02,2.358845460699908123e-02,1.895813090389903213e-02,2.105458441904717662e-02,1.229674545903595116e-02
-6.109375000000000000e+00,1.506346837487547267e-02,2.605430530775248998e-02,2.714347687431711148e-02,2.776795068861322852e-02,1.923301558833864777e-02,3.006309579274785496e-02,2.587991305906400807e-02,2.792978336872240647e-02,1.792015374787762211e-02
-5.390625000000000000e+00,2.166721337904072009e-02,3.448882898618807480e-02,3.490561191171721173e-02,3.556535209311766088e-02,2.702514811223525812e-02,3.779652898118110449e-02,3.447230205966269473e-02,3.584808929398365651e-02,2.547382473860160604e-02
-4.671875000000000000e+00,3.090685815281751098e-02,4.407521801880105033e-02,4.426433415640034646e-02,4.527017069734815685e-02,3.641760246412131807e-02,4.650078387460584994e-02,4.446818563419357301e-02,4.535394408647411280e-02,3.620352148810679349e-02
-3.953125000000000000e+00,4.315542755804616798e-02,5.524164818457678872e-02,5.564631034005628613e-02,5.749284339751697254e-02,4.880703438186562854e-02,5.735467219501616531e-02,5.677929432194044751e-02,5.682179365754488204e-02,4.944755360516745607e-02
-3.234375000000000000e+00,5.833782327278790730e-02,6.827634732599126288e-02,6.844763389507618756e-02,6.955634680690239713e-02,6.449607980853808153e-02,6.872816928982601603e-02,6.985460523546702105e-02,6.935596321651070484e-02,6.529969534134918985e-02
-2.515625000000000000e+00,7.652030458325258244e-02,8.079874114883607572e-02,8.223109480781080893e-02,8.284752918445674463e-02,8.254657272865949247e-02,7.978873945238880439e-02,8.405695284830523584e-02,8.234881840934252240e-02,8.333421706308555277e-02
-1.796875000000000000e+00,9.648596109589771541e-02,9.511697155108345125e-02,9.407047082009220573e-02,9.429079594557249200e-02,1.008995781801289848e-01,8.953122250190626019e-02,9.694024456271292667e-02,9.379022803746953074e-02,1.028035863871133299e-01
-1.078125000000000000e+00,1.166865145303449258e-01,1.064191770789402885e-01,1.030323278654781821e-01,1.028870130328503191e-01,1.184737388116687828e-01,9.763230847204432128e-02,1.064730600116495646e-01,1.027733882845890123e-01,1.202912391851038015e-01
-3.593750000000000000e-01,1.336804634138991643e-01,1.128214263636201642e-01,1.078605397823568374e-01,1.072810353233452363e-01,1.326153338971422513e-01,1.019567487658614990e-01,1.124916108703005041e-01,1.082473638230052188e-01,1.335384654676330662e-01
3.593750000000000000e-01,1.437719917703690065e-01,1.122882391477273839e-01,1.084428877653755008e-01,1.079482022757382725e-01,1.412270486450901141e-01,1.017053363849988318e-01,1.122322626552330199e-01,1.077478033774522115e-01,1.396400356920848851e-01
1.078125000000000000e+00,1.449070511475359924e-01,1.081606980145433938e-01,1.036459699911901761e-01,1.035431566517362872e-01,1.380590272583485378e-01,9.820927636339128741e-02,1.055505988572302406e-01,1.031712132453699998e-01,1.377288111588045871e-01
1.796875000000000000e+00,1.364136617274128438e-01,9.977076697694650664e-02,9.435567669875141728e-02,9.495872445137186479e-02,1.268909099350552794e-01,9.080068807733443492e-02,9.593101556542783792e-02,9.340699430721863261e-02,1.246075863093021596e-01
