# value,p_u_x,p_u_y,p_u_z
-8.137499999999999734e-01,1.883767258181832382e-01,1.295022683830512611e-01,1.078206194490200914e-01
-7.612499999999999822e-01,2.400521179581124320e-01,1.699727916925145854e-01,1.458288789528925655e-01
-7.087499999999999911e-01,2.940052276290119893e-01,2.192169450693299271e-01,1.971538378989690643e-01
-6.562500000000000000e-01,3.589784860376540876e-01,2.730814449999516835e-01,2.570892572150292876e-01
-6.037500000000000089e-01,4.340437034778063530e-01,3.358046663854831193e-01,3.254570205082709666e-01
-5.512499999999999067e-01,5.062975221653888136e-01,4.022295808048366172e-01,4.031324135498101091e-01
-4.987499999999999156e-01,5.937604439973138692e-01,4.844580901900001346e-01,4.829892729443135968e-01
-4.462499999999999800e-01,6.783362570970610239e-01,5.663420511613044273e-01,5.685299993459077550e-01
-3.937499999999999889e-01,7.601921850845734241e-01,6.483487868982129587e-01,6.538522683877929786e-01
-3.412499999999999423e-01,8.319208954200311146e-01,7.318711568770577269e-01,7.499649864564079671e-01
-2.887499999999999512e-01,9.038268433969079974e-01,8.099757507180540550e-01,8.312434581112153609e-01
-2.362499999999999600e-01,9.567212594004358417e-01,8.670960123603993486e-01,9.014235103524314008e-01
-1.837499999999999689e-01,9.955260233235699863e-01,9.239885492625266039e-01,9.683775454369547564e-01
-1.312499999999999778e-01,1.027595701787914040e+00,9.673868410852177746e-01,1.018161237913111083e+00
-7.874999999999998668e-02,1.038979848760696711e+00,1.003310007758941191e+00,1.053056664162973721e+00
-2.624999999999999556e-02,1.035594274546970839e+00,1.026734132281277967e+00,1.059209661461842256e+00
2.624999999999999556e-02,1.013252967118956960e+00,1.028897010483722063e+00,1.056238160519438196e+00
7.874999999999998668e-02,9.670775198659977701e-01,1.000395238425159539e+00,1.035477755649008014e+00
1.312499999999999778e-01,9.068503675489408833e-01,9.659469300249541313e-01,9.952172261255726182e-01
1.837500000000000244e-01,8.362105511038342431e-01,9.195273127739327368e-01,9.395683846547480123e-01
2.362500000000000711e-01,7.675252742637735937e-01,8.535787752635247694e-01,8.674031612465943342e-01
2.887500000000000622e-01,6.886370219287105687e-01,7.790000168568410599e-01,7.860157334245128080e-01
3.412500000000000533e-01,6.061786618619311451e-01,7.017066664545025256e-01,6.977867394292112113e-01
3.937500000000000444e-01,5.215830385242605782e-01,6.257695546936604680e-01,6.137842333249161619e-01
4.462500000000000355e-01,4.447827246303767135e-01,5.479843397956944973e-01,5.326727374710052976e-01
4.987500000000000266e-01,3.717961765487295400e-01,4.721693209003439140e-01,4.468063593231121344e-01
5.512500000000000178e-01,3.027214408169582316e-01,4.097095798563056834e-01,3.734190557475927652e-01
6.037500000000000089e-01,2.434885325354523289e-01,3.463472326051632022e-01,3.031824810786872271e-01
6.562500000000000000e-01,1.926269890181793176e-01,2.828166022402107127e-01,2.411135694978749910e-01
7.087499999999999911e-01,1.498023097805861459e-01,2.275004064285529870e-01,1.855306591470156641e-01
7.612499999999999822e-01,1.097639709925671697e-01,1.829349881644136144e-01,1.436085283582226035e-01
8.137499999999999734e-01,8.111398517819842779e-02,1.440159967239496019e-01,1.065036304746200535e-01
