# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.631438543803520713e-01,5.849066643188306713e+00,6.315695359929739405e-01,7.445017973572135794e+00,2.829849381422745375e-05,-5.368461608436228549e-02,1.062644876987700517e-03,-3.599354323127639584e-04,-1.019126122387632206e-02,-5.589521017629058008e-03,1.586567772294806070e-02,3.178411051121716180e-01,3.237052244874872309e-01,3.060847784802892546e-01
