# log(rho), p(log(rho))
-2.302585092994045901e+00,9.442274338933048794e-03
-2.288755753096183732e+00,9.572839314097443889e-03
-2.274926413198321562e+00,9.705366902417956326e-03
-2.261097073300459392e+00,9.839905371449525137e-03
-2.247267733402597223e+00,9.976529843387654459e-03
-2.233438393504735053e+00,1.011537628582264217e-02
-2.219609053606872884e+00,1.025677389072599324e-02
-2.205779713709011158e+00,1.040235896387197226e-02
-2.191950373811148989e+00,1.054509424673231825e-02
-2.178121033913286819e+00,1.068834528559644073e-02
-2.164291694015424650e+00,1.083505407582929445e-02
-2.150462354117562480e+00,1.098429860692702077e-02
-2.136633014219700311e+00,1.113588177026503777e-02
-2.122803674321838141e+00,1.128974294104005856e-02
-2.108974334423975971e+00,1.144586690095227358e-02
-2.095144994526113802e+00,1.160425813158366508e-02
-2.081315654628251632e+00,1.176493120970411622e-02
-2.067486314730389463e+00,1.192790654805203805e-02
-2.053656974832527293e+00,1.209320827154329418e-02
-2.039827634934665124e+00,1.226086306399940679e-02
-2.025998295036803398e+00,1.243089950064510049e-02
-2.012168955138941229e+00,1.260334764245824718e-02
-1.998339615241078837e+00,1.277823878120339963e-02
-1.984510275343216890e+00,1.295560527546073780e-02
-1.970680935445354720e+00,1.313548044376706969e-02
-1.956851595547492551e+00,1.331789849654576446e-02
-1.943022255649630381e+00,1.350289449425380942e-02
-1.929192915751768211e+00,1.369050432491122904e-02
-1.915363575853906042e+00,1.388076469601461430e-02
-1.901534235956043872e+00,1.407371313935791221e-02
-1.887704896058181703e+00,1.426938802609737170e-02
-1.873875556160319533e+00,1.446782859203482770e-02
-1.860046216262457586e+00,1.466907497348331549e-02
-1.846216876364595416e+00,1.487316825407448626e-02
-1.832387536466733247e+00,1.508015052479504993e-02
-1.818558196568871077e+00,1.529006495861426861e-02
-1.804728856671008907e+00,1.550295590465239001e-02
-1.790899516773146960e+00,1.571886900455353800e-02
-1.777070176875284790e+00,1.593785133958462025e-02
-1.763240836977422621e+00,1.615995161686273676e-02
-1.749411497079560451e+00,1.638522040741211688e-02
-1.735582157181698282e+00,1.661371045404031258e-02
-1.721752817283836112e+00,1.684547707737347327e-02
-1.707923477385973943e+00,1.708057871641588052e-02
-1.694094137488111773e+00,1.731907766681003991e-02
-1.680264797590249604e+00,1.756104110479844715e-02
-1.666435457692387656e+00,1.780654254931855751e-02
