# c, p(c)
0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,4.699866560861501460e-06
2.020202020202020374e-02,2.150288510979520773e-06
3.030303030303030387e-02,1.321358735557315371e-06
4.040404040404040747e-02,8.983462526763394009e-07
5.050505050505051108e-02,6.583656044125099953e-07
6.060606060606060774e-02,5.038801641336387130e-07
7.070707070707071829e-02,3.967755584200847364e-07
8.080808080808081495e-02,3.225806628132015381e-07
9.090909090909091161e-02,2.660160016266913499e-07
1.010101010101010222e-01,2.222932306915448872e-07
1.111111111111111188e-01,1.878183620660082562e-07
1.212121212121212155e-01,1.606272810883172268e-07
1.313131313131313260e-01,1.390819600968680260e-07
1.414141414141414366e-01,1.211677128330802807e-07
1.515151515151515194e-01,1.063133015984048093e-07
1.616161616161616299e-01,9.363868147747982085e-08
1.717171717171717404e-01,8.299252281791900268e-08
1.818181818181818232e-01,7.378255971699662923e-08
1.919191919191919338e-01,6.568957083204685969e-08
2.020202020202020443e-01,5.863233909331719369e-08
2.121212121212121271e-01,5.259458250288007387e-08
2.222222222222222376e-01,4.732285886775552960e-08
2.323232323232323482e-01,4.271352434871242814e-08
2.424242424242424310e-01,3.862555310229976664e-08
2.525252525252525415e-01,3.503764687452443268e-08
2.626262626262626521e-01,3.182300683873970895e-08
2.727272727272727626e-01,2.895716665615039574e-08
2.828282828282828731e-01,2.642121769217236378e-08
2.929292929292929282e-01,2.416301427128302111e-08
3.030303030303030387e-01,2.215300086578053915e-08
3.131313131313131493e-01,2.036332707029192259e-08
3.232323232323232598e-01,1.877650310474799231e-08
3.333333333333333703e-01,1.734236784632836662e-08
3.434343434343434809e-01,1.604553065404289520e-08
3.535353535353535914e-01,1.487197177404286397e-08
3.636363636363636465e-01,1.381208513681653573e-08
3.737373737373737570e-01,1.285633264717806054e-08
3.838383838383838675e-01,1.199313073552668822e-08
3.939393939393939781e-01,1.119867267991807449e-08
4.040404040404040886e-01,1.047501035783760114e-08
4.141414141414141992e-01,9.816575462137010017e-09
4.242424242424242542e-01,9.216368693217059099e-09
4.343434343434343647e-01,8.665177609729197981e-09
4.444444444444444753e-01,8.160304998122643680e-09
4.545454545454545858e-01,7.697088620885046027e-09
4.646464646464646964e-01,7.268768550778689081e-09
4.747474747474748069e-01,6.873857153506025708e-09
4.848484848484848619e-01,6.508608824646875318e-09
4.949494949494949725e-01,6.170415011277687762e-09
5.050505050505050830e-01,5.857069337057241150e-09
5.151515151515152491e-01,5.565561262111001101e-09
5.252525252525253041e-01,5.294494604038417142e-09
5.353535353535353591e-01,5.042182113627920431e-09
5.454545454545455252e-01,4.806678582286862474e-09
5.555555555555555802e-01,4.586435558444715372e-09
5.656565656565657463e-01,4.380607737963419806e-09
5.757575757575758013e-01,4.187515391633705253e-09
5.858585858585858563e-01,4.006132426419340237e-09
5.959595959595960224e-01,3.835711549315921903e-09
6.060606060606060774e-01,3.675631218710268374e-09
6.161616161616162435e-01,3.524953204419419734e-09
6.262626262626262985e-01,3.382917899342629528e-09
6.363636363636364646e-01,3.248504642524298071e-09
6.464646464646465196e-01,3.121314315701348387e-09
6.565656565656565746e-01,3.000641748278308992e-09
6.666666666666667407e-01,2.886816261080566354e-09
6.767676767676767957e-01,2.779365557614401766e-09
6.868686868686869618e-01,2.677332521811255006e-09
6.969696969696970168e-01,2.580094170662296732e-09
7.070707070707071829e-01,2.487653050755483417e-09
7.171717171717172379e-01,2.399526620608082929e-09
7.272727272727272929e-01,2.315144084329082314e-09
7.373737373737374590e-01,2.234409857566915785e-09
7.474747474747475140e-01,2.157276944602848003e-09
7.575757575757576801e-01,2.083318576067087556e-09
7.676767676767677351e-01,2.012787442776769428e-09
7.777777777777777901e-01,1.944788121241990764e-09
7.878787878787879562e-01,1.879204731461048353e-09
7.979797979797980112e-01,1.816431178834096150e-09
8.080808080808081773e-01,1.755533820407387996e-09
8.181818181818182323e-01,1.696953164167547304e-09
8.282828282828283983e-01,1.640008353201335275e-09
8.383838383838384534e-01,1.584316177440177002e-09
8.484848484848485084e-01,1.529960704594653475e-09
8.585858585858586745e-01,1.476842260683330778e-09
8.686868686868687295e-01,1.424271050999571678e-09
8.787878787878788955e-01,1.371748087615894160e-09
8.888888888888889506e-01,1.319488112785387629e-09
8.989898989898991166e-01,1.266799284208437194e-09
9.090909090909091717e-01,1.212126598628836654e-09
9.191919191919192267e-01,1.155106864358005014e-09
9.292929292929293927e-01,1.093991678453250528e-09
9.393939393939394478e-01,1.027063646478138638e-09
9.494949494949496138e-01,9.482655094165435328e-10
9.595959595959596689e-01,8.501384415321685559e-10
9.696969696969697239e-01,7.148539203011143771e-10
9.797979797979798899e-01,4.975325806066627944e-10
9.898989898989899450e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
