# log(rho), p(log(rho))
-4.605170185988090914e+00,6.562635338578932132e-14
-4.540633266464734419e+00,7.466796787689166587e-14
-4.476096346941377924e+00,8.495528326031769523e-14
-4.411559427418021428e+00,9.665992494116596733e-14
-4.347022507894664045e+00,1.099771637106219598e-13
-4.282485588371307550e+00,1.251291739170883487e-13
-4.217948668847951055e+00,1.423687397261471795e-13
-4.153411749324594560e+00,1.619834725158517347e-13
-4.088874829801238064e+00,1.843006089784220086e-13
-4.024337910277881569e+00,2.096924706279488661e-13
-3.959800990754524630e+00,2.385826756425620267e-13
-3.895264071231167691e+00,2.714532055358561147e-13
-3.830727151707811196e+00,3.088524466654569760e-13
-3.766190232184454700e+00,3.514043390453364847e-13
-3.701653312661098205e+00,3.998187857810431217e-13
-3.637116393137741266e+00,4.549034964048127578e-13
-3.572579473614384771e+00,5.175774622728805095e-13
-3.508042554091027831e+00,5.888862886628722605e-13
-3.443505634567671336e+00,6.700196386707388510e-13
-3.378968715044314841e+00,8.035248560298816748e-13
-3.314431795520958346e+00,9.142298846413184994e-13
-3.249894875997601851e+00,1.040187228404320625e-12
-3.185357956474244912e+00,3.313487373286237220e-11
-3.120821036950888416e+00,3.770251286871307223e-11
-3.056284117427531477e+00,4.290019459329401226e-11
-2.991747197904174982e+00,4.881494073861389889e-11
-2.927210278380818487e+00,5.554964186958326496e-11
-2.862673358857461992e+00,6.321000280721935679e-11
-2.798136439334105052e+00,7.192784476187644811e-11
-2.733599519810748557e+00,8.184947567038799214e-11
-2.669062600287391618e+00,9.314154252599201454e-11
-2.604525680764035123e+00,1.059938873698748210e-10
-2.539988761240678627e+00,1.206232781564504965e-10
-2.475451841717322132e+00,1.372753473922849761e-10
-2.410914922193965193e+00,1.562314788806461034e-10
-2.346378002670608698e+00,1.778120243513775707e-10
-2.281841083147252203e+00,2.023823359117929825e-10
-2.217304163623895263e+00,2.303600909610520723e-10
-2.152767244100538768e+00,2.622193670960015511e-10
-2.088230324577182273e+00,2.985040525952866699e-10
-2.023693405053825778e+00,3.398345630623258183e-10
-1.959156485530468839e+00,3.869199922197200460e-10
-1.894619566007112343e+00,4.405712946989860684e-10
-1.830082646483755848e+00,5.017165802126899172e-10
-1.765545726960398909e+00,5.714189022037773161e-10
-1.701008807437042414e+00,6.509151396025736546e-10
-1.636471887913685919e+00,7.415902146192089007e-10
-1.571934968390328979e+00,8.450301093762201023e-10
-1.507398048866972484e+00,9.631058487013592329e-10
-1.442861129343615989e+00,1.097941111158579376e-09
-1.378324209820259050e+00,1.252000061292606065e-09
-1.313787290296902555e+00,1.428129220038267597e-09
-1.249250370773546059e+00,1.629669817328586342e-09
-1.184713451250189120e+00,1.860383908131759840e-09
-1.120176531726832625e+00,2.124783884523551428e-09
-1.055639612203476130e+00,2.433062417643751104e-09
-9.911026926801191905e-01,2.782142139983226525e-09
-9.265657731567626954e-01,3.183655523574311165e-09
-8.620288536334062002e-01,3.652199949637313817e-09
-7.974919341100497050e-01,4.186970974626143281e-09
-7.329550145866927657e-01,4.805611112367785577e-09
-6.684180950633362706e-01,5.523461325877537176e-09
-6.038811755399793313e-01,6.358309453204561353e-09
-5.393442560166228361e-01,7.333152801255134204e-09
-4.748073364932663409e-01,8.476437046698744130e-09
-4.102704169699098458e-01,9.824307431101456219e-09
-3.457334974465533506e-01,1.142350066468733200e-08
-2.811965779231968554e-01,1.333571525278047217e-08
-2.166596583998394721e-01,1.564445091696526670e-08
-1.521227388764829769e-01,1.846623515387140319e-08
-8.758581935312648170e-02,2.196976484317042249e-08
-2.304889982976998652e-02,2.641157954595283953e-08
4.148801969358650865e-02,3.220695111511539007e-08
1.060249392169430038e-01,4.009026379057968176e-08
1.705618587403003872e-01,5.154345635241707743e-08
2.350987782636568824e-01,7.153719936216812174e-08
2.996356977870133775e-01,1.141004681792995501e-07
3.641726173103698727e-01,1.338571931828112737e-07
4.287095368337263679e-01,9.856680124020249443e-08
4.932464563570828631e-01,8.754255731809967593e-08
5.577833758804393582e-01,8.297166383810853388e-08
6.223202954037967416e-01,8.131124542006531199e-08
6.868572149271532368e-01,8.143625701917940141e-08
7.513941344505097319e-01,8.280392788811852329e-08
8.159310539738662271e-01,8.514346211510965186e-08
8.804679734972227223e-01,8.829518759528628590e-08
9.450048930205792175e-01,9.218692288881713400e-08
1.009541812543936601e+00,9.678326218066992863e-08
1.074078732067293096e+00,1.020769540450172468e-07
1.138615651590649591e+00,1.080813397901885652e-07
1.203152571114006086e+00,1.148259144716125572e-07
1.267689490637362582e+00,1.223595682528024224e-07
1.332226410160719077e+00,1.307317352477773340e-07
1.396763329684076460e+00,1.400175760191426276e-07
1.461300249207432955e+00,1.503045410431134451e-07
1.525837168730789450e+00,1.616960493345023766e-07
1.590374088254145946e+00,1.743162875458812019e-07
1.654911007777502441e+00,1.883133835897999598e-07
1.719447927300858936e+00,2.038657519223515179e-07
1.783984846824215431e+00,2.212059977070143161e-07
1.848521766347572814e+00,2.410299380547459845e-07
1.913058685870929310e+00,2.628418027292765361e-07
1.977595605394285805e+00,2.874814455182626457e-07
2.042132524917642300e+00,3.155382152278143968e-07
2.106669444440998795e+00,3.478378846490055615e-07
2.171206363964355290e+00,3.856086083539976767e-07
