# log(rho), p(log(rho))
-4.605170185988090914e+00,3.353990469926187859e-04
-4.540633266464734419e+00,3.554601072748639476e-04
-4.476096346941377924e+00,3.781258211794220306e-04
-4.411559427418021428e+00,4.052922563870476279e-04
-4.347022507894664045e+00,4.306101949011203068e-04
-4.282485588371307550e+00,4.587746439267222824e-04
-4.217948668847951055e+00,4.911548414017806539e-04
-4.153411749324594560e+00,5.204904166288980196e-04
-4.088874829801238064e+00,5.583714077770798954e-04
-4.024337910277881569e+00,6.073217499132477866e-04
-3.959800990754524630e+00,6.406489432248938702e-04
-3.895264071231167691e+00,6.873190550067487595e-04
-3.830727151707811196e+00,7.401847363830248291e-04
-3.766190232184454700e+00,8.125620190473171805e-04
-3.701653312661098205e+00,8.753882694690607279e-04
-3.637116393137741266e+00,9.589549491729383070e-04
-3.572579473614384771e+00,1.049574169842207522e-03
-3.508042554091027831e+00,1.132467042014835036e-03
-3.443505634567671336e+00,1.263503999981523390e-03
-3.378968715044314841e+00,1.452081753678314451e-03
-3.314431795520958346e+00,1.583499827617295373e-03
-3.249894875997601851e+00,1.625464752848442733e-03
-3.185357956474244912e+00,1.744000278210974982e-03
-3.120821036950888416e+00,1.855549459915086657e-03
-3.056284117427531477e+00,2.044278811015858704e-03
-2.991747197904174982e+00,2.120154149123085804e-03
-2.927210278380818487e+00,1.912544250155094301e-03
-2.862673358857461992e+00,2.002177023284835815e-03
-2.798136439334105052e+00,2.122895613231143026e-03
-2.733599519810748557e+00,2.271873738706491151e-03
-2.669062600287391618e+00,2.475708849914941452e-03
-2.604525680764035123e+00,2.598401284257966307e-03
-2.539988761240678627e+00,2.807112860740777326e-03
-2.475451841717322132e+00,3.237294095743893652e-03
-2.410914922193965193e+00,3.220462475310609772e-03
-2.346378002670608698e+00,3.405953464262985019e-03
-2.281841083147252203e+00,3.666109730008244687e-03
-2.217304163623895263e+00,3.504741604946094973e-03
-2.152767244100538768e+00,3.806639112718670451e-03
-2.088230324577182273e+00,3.974707916100151534e-03
-2.023693405053825778e+00,4.280352200432083545e-03
-1.959156485530468839e+00,4.377522594831893821e-03
-1.894619566007112343e+00,4.592131902580232940e-03
-1.830082646483755848e+00,4.603878034003691840e-03
-1.765545726960398909e+00,4.662549786347486465e-03
-1.701008807437042414e+00,4.972249304878448642e-03
-1.636471887913685919e+00,5.320235017113639914e-03
-1.571934968390328979e+00,5.770399842128850001e-03
-1.507398048866972484e+00,5.912200237814022215e-03
-1.442861129343615989e+00,6.167752158671875422e-03
-1.378324209820259050e+00,6.507102197700222364e-03
-1.313787290296902555e+00,6.918055380585813943e-03
-1.249250370773546059e+00,7.386559136062952578e-03
-1.184713451250189120e+00,7.432101294670347136e-03
-1.120176531726832625e+00,7.925788778527767878e-03
-1.055639612203476130e+00,8.421221488255812085e-03
-9.911026926801191905e-01,8.494682331287183377e-03
-9.265657731567626954e-01,9.083271531594340129e-03
-8.620288536334062002e-01,9.267496314056421561e-03
-7.974919341100497050e-01,9.941617771443863466e-03
-7.329550145866927657e-01,1.034909660632929614e-02
-6.684180950633362706e-01,1.073621831251700930e-02
-6.038811755399793313e-01,1.132781011794129801e-02
-5.393442560166228361e-01,1.204523172340311171e-02
-4.748073364932663409e-01,1.228090872978735044e-02
-4.102704169699098458e-01,1.318504813167920009e-02
-3.457334974465533506e-01,1.372807558438041142e-02
-2.811965779231968554e-01,1.448473565811495174e-02
-2.166596583998394721e-01,1.492053926004649478e-02
-1.521227388764829769e-01,1.558799627168708062e-02
-8.758581935312648170e-02,1.636999981272588972e-02
-2.304889982976998652e-02,1.705569535039975007e-02
4.148801969358650865e-02,1.770804298625624357e-02
1.060249392169430038e-01,1.813377517305257355e-02
1.705618587403003872e-01,1.912831677436308692e-02
2.350987782636568824e-01,2.008650123045351704e-02
2.996356977870133775e-01,2.106930176950040298e-02
3.641726173103698727e-01,2.101019869236677232e-02
4.287095368337263679e-01,2.233079445470940658e-02
4.932464563570828631e-01,2.332623438892770032e-02
5.577833758804393582e-01,2.381128096761619267e-02
6.223202954037967416e-01,2.516936558515052783e-02
6.868572149271532368e-01,2.585930807904316189e-02
7.513941344505097319e-01,2.694594461749771214e-02
8.159310539738662271e-01,2.780281305785942819e-02
8.804679734972227223e-01,2.866449090863894961e-02
9.450048930205792175e-01,2.948274918333909991e-02
1.009541812543936601e+00,3.110215605317903295e-02
1.074078732067293096e+00,3.266857343191822971e-02
1.138615651590649591e+00,3.399271724318707333e-02
1.203152571114006086e+00,3.516410757060186437e-02
1.267689490637362582e+00,3.695516843068390872e-02
1.332226410160719077e+00,3.717303435764541392e-02
1.396763329684076460e+00,3.843121107284650645e-02
1.461300249207432955e+00,4.010239611306149615e-02
1.525837168730789450e+00,4.061799837888536990e-02
1.590374088254145946e+00,4.158725179598350002e-02
1.654911007777502441e+00,4.337576512601044876e-02
1.719447927300858936e+00,4.534317943083424757e-02
1.783984846824215431e+00,4.657397844899572453e-02
1.848521766347572814e+00,4.779145953250710233e-02
