# log(rho), p(log(rho))
-2.302585092994045901e+00,1.026690364205078837e-02
-2.288755753096183732e+00,1.041117903198655707e-02
-2.274926413198321562e+00,1.056368597480503158e-02
-2.261097073300459392e+00,1.072563106269245128e-02
-2.247267733402597223e+00,1.091662358790809056e-02
-2.233438393504735053e+00,1.105678671984160373e-02
-2.219609053606872884e+00,1.122119793370961356e-02
-2.205779713709011158e+00,1.141175850671118444e-02
-2.191950373811148989e+00,1.158104949714233722e-02
-2.178121033913286819e+00,1.183177812695986042e-02
-2.164291694015424650e+00,1.192429228892796442e-02
-2.150462354117562480e+00,1.206685271851187097e-02
-2.136633014219700311e+00,1.219970214698425266e-02
-2.122803674321838141e+00,1.235467831044063415e-02
-2.108974334423975971e+00,1.252156484339819915e-02
-2.095144994526113802e+00,1.269965901303253368e-02
-2.081315654628251632e+00,1.288866722741705342e-02
-2.067486314730389463e+00,1.307634234728466752e-02
-2.053656974832527293e+00,1.326980472052820270e-02
-2.039827634934665124e+00,1.345045548705007046e-02
-2.025998295036803398e+00,1.367964937725497238e-02
-2.012168955138941229e+00,1.385649848033119330e-02
-1.998339615241078837e+00,1.401504462445498853e-02
-1.984510275343216890e+00,1.419231733073505683e-02
-1.970680935445354720e+00,1.438649926001833376e-02
-1.956851595547492551e+00,1.459844298260044512e-02
-1.943022255649630381e+00,1.482099254918691281e-02
-1.929192915751768211e+00,1.499821343707409375e-02
-1.915363575853906042e+00,1.520419685321558120e-02
-1.901534235956043872e+00,1.542103057424448233e-02
-1.887704896058181703e+00,1.565295540029110893e-02
-1.873875556160319533e+00,1.591191953826325001e-02
-1.860046216262457586e+00,1.617539630354169339e-02
-1.846216876364595416e+00,1.639390567591949080e-02
-1.832387536466733247e+00,1.663396886571754524e-02
-1.818558196568871077e+00,1.683586017985793867e-02
-1.804728856671008907e+00,1.708102079107584256e-02
-1.790899516773146960e+00,1.739620283034926801e-02
-1.777070176875284790e+00,1.752896685846826869e-02
-1.763240836977422621e+00,1.776060501493447602e-02
-1.749411497079560451e+00,1.791509715957603777e-02
-1.735582157181698282e+00,1.812178832811346674e-02
-1.721752817283836112e+00,1.834202648616511944e-02
-1.707923477385973943e+00,1.857120931104096206e-02
-1.694094137488111773e+00,1.880748968995104090e-02
-1.680264797590249604e+00,1.904990654769452701e-02
-1.666435457692387656e+00,1.929789493514680668e-02
-1.652606117794525487e+00,1.955109975791857746e-02
-1.638776777896663317e+00,1.980928971537979436e-02
-1.624947437998801369e+00,2.007231234041771673e-02
-1.611118098100939200e+00,2.034006843368201672e-02
-1.597288758203077030e+00,2.061249661399781191e-02
-1.583459418305214861e+00,2.088956356848570978e-02
-1.569630078407352691e+00,2.117125773782520259e-02
-1.555800738509490522e+00,2.145758520009140302e-02
-1.541971398611628352e+00,2.174856707195275268e-02
-1.528142058713766183e+00,2.204423805523501173e-02
-1.514312718815904013e+00,2.234464597469053987e-02
-1.500483378918041844e+00,2.264985232182291364e-02
-1.486654039020179896e+00,2.295993403587904408e-02
-1.472824699122317726e+00,2.327498706841214099e-02
-1.458995359224455557e+00,2.359513287568024142e-02
-1.445166019326593387e+00,2.392053029822023211e-02
-1.431336679428731440e+00,2.425139847056878920e-02
-1.417507339530869270e+00,2.458806534478525513e-02
-1.403677999633007101e+00,2.493108651587932004e-02
-1.389848659735144931e+00,2.528161217932089339e-02
-1.376019319837282762e+00,2.564314378318535009e-02
-1.362189979939420592e+00,2.605535578949617903e-02
-1.348360640041558423e+00,2.635798890690276008e-02
-1.334531300143696253e+00,2.671307872158348168e-02
-1.320701960245834083e+00,2.707969336412147099e-02
-1.306872620347971914e+00,2.745626000307812425e-02
-1.293043280450109966e+00,2.784588949221991627e-02
-1.279213940552247797e+00,2.828528835361608304e-02
-1.265384600654385627e+00,2.861408777031616835e-02
-1.251555260756523458e+00,2.899490239630245214e-02
-1.237725920858661288e+00,2.938715853229704328e-02
-1.223896580960799341e+00,2.978776785148361250e-02
-1.210067241062937171e+00,3.019583657728610107e-02
-1.196237901165075002e+00,3.061107474603361189e-02
-1.182408561267212832e+00,3.096471071288552784e-02
-1.168579221369350662e+00,3.139352588882491496e-02
-1.154749881471488493e+00,3.183019126145487931e-02
-1.140920541573626323e+00,3.227593475511851551e-02
-1.127091201675764376e+00,3.273511257189445911e-02
-1.113261861777902206e+00,3.321024554632945325e-02
-1.099432521880040037e+00,3.363979661379774833e-02
-1.085603181982177867e+00,3.409594161378454169e-02
-1.071773842084315698e+00,3.456319051177422774e-02
-1.057944502186453528e+00,3.496817814837020061e-02
-1.044115162288591581e+00,3.545295288382717402e-02
-1.030285822390729411e+00,3.594756356182966101e-02
-1.016456482492867242e+00,3.645469976937001921e-02
-1.002627142595005072e+00,3.699133224277827148e-02
-9.887978026971429024e-01,3.748082649629670693e-02
-9.749684627992807329e-01,3.797753025080549683e-02
-9.611391229014185633e-01,3.849137153997343741e-02
-9.473097830035566158e-01,3.894777247925775010e-02
-9.334804431056944463e-01,3.940952704431983922e-02
-9.196511032078322767e-01,3.995025767500916952e-02
-9.058217633099701072e-01,4.049937980231957391e-02
-8.919924234121079376e-01,4.105679415439997260e-02
-8.781630835142457681e-01,4.162247739612602582e-02
-8.643337436163835985e-01,4.219644967743100411e-02
-8.505044037185216510e-01,4.277875821597511979e-02
-8.366750638206594815e-01,4.336946823447562077e-02
-8.228457239227973119e-01,4.396865763186619952e-02
-8.090163840249351423e-01,4.457641368631948264e-02
-7.951870441270729728e-01,4.512168253382702054e-02
-7.813577042292108032e-01,4.574597607285210005e-02
-7.675283643313486337e-01,4.637912206851821373e-02
-7.536990244334866862e-01,4.694971027571720468e-02
-7.398696845356245166e-01,4.760003300517798991e-02
-7.260403446377623471e-01,4.825953151598752489e-02
-7.122110047399001775e-01,4.892832462781017411e-02
-6.983816648420380080e-01,4.960653394690796303e-02
-6.845523249441758384e-01,5.029428370057100611e-02
-6.707229850463138909e-01,5.092047691777758234e-02
-6.568936451484517214e-01,5.141470701556258294e-02
-6.430643052505895518e-01,5.212826915451981846e-02
-6.292349653527273823e-01,5.271273703583506665e-02
-6.154056254548652127e-01,5.344462109829486995e-02
-6.015762855570030432e-01,5.418675632423082533e-02
-5.877469456591408736e-01,5.487092823427019983e-02
-5.739176057612789261e-01,5.556137781161739342e-02
-5.600882658634167566e-01,5.626390192669349782e-02
-5.462589259655545870e-01,5.690848340900249436e-02
-5.324295860676924175e-01,5.763145967518890078e-02
-5.186002461698302479e-01,5.843238693559017760e-02
-5.047709062719680784e-01,5.910776143917752246e-02
-4.909415663741059088e-01,5.992937428430943070e-02
-4.771122264762439613e-01,6.076246364246043474e-02
-4.632828865783817918e-01,6.160718788006951108e-02
-4.494535466805196222e-01,6.246370765157903404e-02
-4.356242067826574527e-01,6.333218595672379658e-02
-4.217948668847952831e-01,6.421278813298633703e-02
-4.079655269869331136e-01,6.503676072812365760e-02
-3.941361870890709440e-01,6.587357190475770508e-02
-3.803068471912089965e-01,6.678966786953982604e-02
-3.664775072933468270e-01,6.771854643365959880e-02
-3.526481673954846574e-01,6.859172125766738182e-02
-3.388188274976224879e-01,6.947600896934186254e-02
-3.249894875997603183e-01,7.044246242050920814e-02
-3.111601477018981488e-01,7.142239503127921496e-02
-2.973308078040362012e-01,7.234824120192215324e-02
-2.835014679061740317e-01,7.335475298035656899e-02
-2.696721280083118621e-01,7.430718890471345317e-02
-2.558427881104496926e-01,7.527209859845063189e-02
-2.420134482125875230e-01,7.631941165472329314e-02
-2.281841083147253535e-01,7.724529197160483196e-02
-2.143547684168631839e-01,7.818347823949312048e-02
-2.005254285190010144e-01,7.920198555136793994e-02
-1.866960886211388448e-01,8.030415462102316604e-02
-1.728667487232766753e-01,8.135380274798489908e-02
-1.590374088254149498e-01,8.248596779162420400e-02
-1.452080689275527803e-01,8.363391200607733778e-02
-1.313787290296906107e-01,8.466187716870039737e-02
-1.175493891318284412e-01,8.584017325740510296e-02
-1.037200492339662716e-01,8.703488949099080774e-02
-8.989070933610410208e-02,8.810990655565234531e-02
-7.606136943824193253e-02,8.933625493335335677e-02
-6.223202954037976298e-02,9.057969169874069415e-02
-4.840268964251759343e-02,9.184045448415671664e-02
-3.457334974465542388e-02,9.291410820455051067e-02
-2.074400984679325433e-02,9.407129258201160638e-02
-6.914669948931084775e-03,9.538072889846223312e-02
6.914669948931084775e-03,9.664065366724551576e-02
2.074400984679325433e-02,9.798588895341850402e-02
3.457334974465497979e-02,9.934986616071464494e-02
4.840268964251714934e-02,1.006646105288923621e-01
6.223202954037931889e-02,1.019975647282444497e-01
7.606136943824148844e-02,1.032112959311625167e-01
8.989070933610365799e-02,1.045120960000029686e-01
1.037200492339658275e-01,1.058989394765157827e-01
1.175493891318279971e-01,1.070988442758973314e-01
1.313787290296901666e-01,1.084533554987812676e-01
1.452080689275523362e-01,1.098274576731641250e-01
1.590374088254145057e-01,1.110844197221472901e-01
1.728667487232766753e-01,1.124269163539365901e-01
1.866960886211388448e-01,1.139922217934317278e-01
2.005254285190010144e-01,1.154438689113885114e-01
2.143547684168627399e-01,1.167112669371535016e-01
2.281841083147249094e-01,1.182651901357808788e-01
2.420134482125870790e-01,1.198440775098842115e-01
2.558427881104492485e-01,1.213764977081795843e-01
2.696721280083114181e-01,1.229308814028812896e-01
2.835014679061735876e-01,1.244381350179300516e-01
2.973308078040357572e-01,1.260350690191353873e-01
3.111601477018979267e-01,1.275178364231667749e-01
3.249894875997600963e-01,1.290227726614492365e-01
3.388188274976222658e-01,1.306830562932786433e-01
3.526481673954844354e-01,1.323663781985622290e-01
3.664775072933466049e-01,1.340060399552135961e-01
3.803068471912087745e-01,1.355998138111749185e-01
3.941361870890709440e-01,1.372138261390663527e-01
4.079655269869326695e-01,1.388531230764786240e-01
4.217948668847948390e-01,1.405822770135671529e-01
4.356242067826570086e-01,1.422676380112537498e-01
4.494535466805191781e-01,1.438417007925815450e-01
4.632828865783813477e-01,1.455047245357625196e-01
4.771122264762435172e-01,1.471909342887938454e-01
4.909415663741056868e-01,1.490364299297596007e-01
5.047709062719678563e-01,1.504328612292378797e-01
5.186002461698300259e-01,1.523236097656269217e-01
5.324295860676921954e-01,1.539016028890820287e-01
5.462589259655543650e-01,1.558410935029106437e-01
5.600882658634165345e-01,1.576709751577053398e-01
5.739176057612787041e-01,1.591183795119686384e-01
5.877469456591404295e-01,1.607905653788774258e-01
6.015762855570025991e-01,1.622140265167885675e-01
6.154056254548647686e-01,1.638606430982273432e-01
6.292349653527269382e-01,1.655303385538625660e-01
6.430643052505891077e-01,1.669534762469559175e-01
6.568936451484512773e-01,1.681906393929071819e-01
6.707229850463134468e-01,1.693765110188630851e-01
6.845523249441756164e-01,1.706479435734934436e-01
6.983816648420377859e-01,1.719368886716415579e-01
7.122110047398999555e-01,1.728334443171682389e-01
7.260403446377621250e-01,1.739474282246343262e-01
7.398696845356242946e-01,1.753498730766054337e-01
7.536990244334864641e-01,1.762277642637649633e-01
7.675283643313486337e-01,1.777305289562479684e-01
7.813577042292103592e-01,1.785048676810249146e-01
7.951870441270725287e-01,1.788866918877849432e-01
8.090163840249346983e-01,1.791342798719923746e-01
8.228457239227968678e-01,1.790490648341471480e-01
8.366750638206590374e-01,1.788910225891333083e-01
8.505044037185212069e-01,1.781219822323872604e-01
8.643337436163833765e-01,1.772025922247578156e-01
8.781630835142455460e-01,1.759288710334745987e-01
8.919924234121077156e-01,1.750491199768177408e-01
9.058217633099698851e-01,1.733424127208256227e-01
9.196511032078320547e-01,1.714052698839090005e-01
9.334804431056942242e-01,1.692390573386930164e-01
