# c, p(c)
0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,8.184633487225960847e-07
2.020202020202020374e-02,4.507568196731047862e-07
3.030303030303030387e-02,3.246534049175334038e-07
4.040404040404040747e-02,2.603429469096928514e-07
5.050505050505051108e-02,2.200850663035645939e-07
6.060606060606060774e-02,1.937818055866671045e-07
7.070707070707071829e-02,1.742037537656266158e-07
8.080808080808081495e-02,1.581129894420203261e-07
9.090909090909091161e-02,1.458044545654338055e-07
1.010101010101010222e-01,1.352521755378864342e-07
1.111111111111111188e-01,1.267902292368522986e-07
1.212121212121212155e-01,1.193461881632629891e-07
1.313131313131313260e-01,1.129209881513694648e-07
1.414141414141414366e-01,1.071049513022540188e-07
1.515151515151515194e-01,1.020347815954543944e-07
1.616161616161616299e-01,9.753595518384560563e-08
1.717171717171717404e-01,9.362229965119938201e-08
1.818181818181818232e-01,9.001971337828591934e-08
1.919191919191919338e-01,8.661505498476829556e-08
2.020202020202020443e-01,8.339922924846681975e-08
2.121212121212121271e-01,8.017056065991438509e-08
2.222222222222222376e-01,7.705229043744979552e-08
2.323232323232323482e-01,7.396211787948588807e-08
2.424242424242424310e-01,7.098208408710992071e-08
2.525252525252525415e-01,6.807927131425961352e-08
2.626262626262626521e-01,6.510325629509386408e-08
2.727272727272727626e-01,6.218290862373563898e-08
2.828282828282828731e-01,5.922475242367229754e-08
2.929292929292929282e-01,5.626656615703260688e-08
3.030303030303030387e-01,5.327600171870452792e-08
3.131313131313131493e-01,5.036731367529460264e-08
3.232323232323232598e-01,4.756253823615369106e-08
3.333333333333333703e-01,4.490128136134459917e-08
3.434343434343434809e-01,4.234270100819381096e-08
3.535353535353535914e-01,3.992390246031369835e-08
3.636363636363636465e-01,3.764743173956710581e-08
3.737373737373737570e-01,3.551115174539262455e-08
3.838383838383838675e-01,3.350902402341201071e-08
3.939393939393939781e-01,3.162398925132305871e-08
4.040404040404040886e-01,2.983175854966334445e-08
4.141414141414141992e-01,2.815144167021267551e-08
4.242424242424242542e-01,2.657544569791810174e-08
4.343434343434343647e-01,2.509967351570558887e-08
4.444444444444444753e-01,2.372581007106097792e-08
4.545454545454545858e-01,2.244790518727516280e-08
4.646464646464646964e-01,2.125013658943386508e-08
4.747474747474748069e-01,2.013742425196927947e-08
4.848484848484848619e-01,1.909092664031767156e-08
4.949494949494949725e-01,1.811155498916502329e-08
5.050505050505050830e-01,1.719759909116949207e-08
5.151515151515152491e-01,1.634467216839087762e-08
5.252525252525253041e-01,1.554770804683267091e-08
5.353535353535353591e-01,1.480391636726104458e-08
5.454545454545455252e-01,1.410595022016170329e-08
5.555555555555555802e-01,1.345121223661821265e-08
5.656565656565657463e-01,1.283644015173036633e-08
5.757575757575758013e-01,1.225990527083022663e-08
5.858585858585858563e-01,1.171954150245030037e-08
5.959595959595960224e-01,1.121152766796049543e-08
6.060606060606060774e-01,1.073313890782608200e-08
6.161616161616162435e-01,1.028299583725617887e-08
6.262626262626262985e-01,9.857922561540238882e-09
6.363636363636364646e-01,9.456794759905206426e-09
6.464646464646465196e-01,9.077906770628906267e-09
6.565656565656565746e-01,8.719725051276025885e-09
6.666666666666667407e-01,8.379786111873270346e-09
6.767676767676767957e-01,8.057490694002521874e-09
6.868686868686869618e-01,7.751333057452692687e-09
6.969696969696970168e-01,7.460557565456119736e-09
7.070707070707071829e-01,7.183927766945912506e-09
7.171717171717172379e-01,6.920431862300517775e-09
7.272727272727272929e-01,6.669132066642049988e-09
7.373737373737374590e-01,6.429143839033822164e-09
7.474747474747475140e-01,6.199643546898814478e-09
7.575757575757576801e-01,5.979750835753102299e-09
7.676767676767677351e-01,5.768815267439629257e-09
7.777777777777777901e-01,5.566222409287855001e-09
7.878787878787879562e-01,5.371332064686192798e-09
7.979797979797980112e-01,5.183534722368924219e-09
8.080808080808081773e-01,5.002181496685162049e-09
8.181818181818182323e-01,4.826253227573032719e-09
8.282828282828283983e-01,4.655595225337409515e-09
8.383838383838384534e-01,4.489029200689955392e-09
8.484848484848485084e-01,4.326540725627610113e-09
8.585858585858586745e-01,4.166987787754790879e-09
8.686868686868687295e-01,4.009725311667047654e-09
8.787878787878788955e-01,3.853585766021416043e-09
8.888888888888889506e-01,3.697197555738956815e-09
8.989898989898991166e-01,3.539361856022931828e-09
9.090909090909091717e-01,3.377854749671910120e-09
9.191919191919192267e-01,3.209549207500248962e-09
9.292929292929293927e-01,3.030522577097129902e-09
9.393939393939394478e-01,2.833782897206160882e-09
9.494949494949496138e-01,2.609079416249991325e-09
9.595959595959596689e-01,2.335439268763460324e-09
9.696969696969697239e-01,1.969717107396125022e-09
9.797979797979798899e-01,1.384791528985907923e-09
9.898989898989899450e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
