# log(rho), p(log(rho))
-4.605170185988090914e+00,4.994158645377885092e-03
-4.540633266464734419e+00,5.238531610856599942e-03
-4.476096346941377924e+00,5.680082238967452089e-03
-4.411559427418021428e+00,6.008309918876026355e-03
-4.347022507894664045e+00,6.367138374219575951e-03
-4.282485588371307550e+00,6.709175374464008794e-03
-4.217948668847951055e+00,7.173993499109680705e-03
-4.153411749324594560e+00,7.755541777182684005e-03
-4.088874829801238064e+00,8.296687584460359088e-03
-4.024337910277881569e+00,8.847100182104092325e-03
-3.959800990754524630e+00,9.270806491496105459e-03
-3.895264071231167691e+00,9.824351335333355098e-03
-3.830727151707811196e+00,1.033926807430903157e-02
-3.766190232184454700e+00,1.074715738483115156e-02
-3.701653312661098205e+00,1.156556768479120173e-02
-3.637116393137741266e+00,1.271798675923553092e-02
-3.572579473614384771e+00,1.339245322647035150e-02
-3.508042554091027831e+00,1.378868017066699377e-02
-3.443505634567671336e+00,1.440045788850111141e-02
-3.378968715044314841e+00,1.515508882108073871e-02
-3.314431795520958346e+00,1.628084241438285812e-02
-3.249894875997601851e+00,1.732862210642803144e-02
-3.185357956474244912e+00,1.871695284860977471e-02
-3.120821036950888416e+00,1.982835919872825980e-02
-3.056284117427531477e+00,2.107480620801801055e-02
-2.991747197904174982e+00,2.244758262949289249e-02
-2.927210278380818487e+00,2.417415192930369439e-02
-2.862673358857461992e+00,2.550277922272517830e-02
-2.798136439334105052e+00,2.713701313814328650e-02
-2.733599519810748557e+00,2.840036311151421938e-02
-2.669062600287391618e+00,3.062584711696504994e-02
-2.604525680764035123e+00,3.209137199153241221e-02
-2.539988761240678627e+00,3.438758951339154074e-02
-2.475451841717322132e+00,3.635416846146435899e-02
-2.410914922193965193e+00,3.833263303729445015e-02
-2.346378002670608698e+00,4.048323738541286659e-02
-2.281841083147252203e+00,4.172456884318907766e-02
-2.217304163623895263e+00,4.396145489373157189e-02
-2.152767244100538768e+00,4.683524937980549502e-02
-2.088230324577182273e+00,4.886284981061447125e-02
-2.023693405053825778e+00,5.087816865744287931e-02
-1.959156485530468839e+00,5.390231183448676577e-02
-1.894619566007112343e+00,5.568899707191363874e-02
-1.830082646483755848e+00,5.809959850222114891e-02
-1.765545726960398909e+00,6.175655259033890898e-02
-1.701008807437042414e+00,6.419248660885962243e-02
-1.636471887913685919e+00,6.749106463258933153e-02
-1.571934968390328979e+00,7.164500048205267591e-02
-1.507398048866972484e+00,7.459447893698209486e-02
-1.442861129343615989e+00,7.877161589342340786e-02
-1.378324209820259050e+00,8.089301421027253469e-02
-1.313787290296902555e+00,8.544619334788752796e-02
-1.249250370773546059e+00,8.942708366866865266e-02
-1.184713451250189120e+00,9.453344573188272870e-02
-1.120176531726832625e+00,9.796512720968841847e-02
-1.055639612203476130e+00,1.022410424647701710e-01
-9.911026926801191905e-01,1.064441769752730582e-01
-9.265657731567626954e-01,1.099335941769244984e-01
-8.620288536334062002e-01,1.136971749677363613e-01
-7.974919341100497050e-01,1.172154163019187012e-01
-7.329550145866927657e-01,1.219816618807507969e-01
-6.684180950633362706e-01,1.271376124611589276e-01
-6.038811755399793313e-01,1.309427213295991099e-01
-5.393442560166228361e-01,1.352789950300346822e-01
-4.748073364932663409e-01,1.407706086385997202e-01
-4.102704169699098458e-01,1.464330527480503241e-01
-3.457334974465533506e-01,1.512443687724819852e-01
-2.811965779231968554e-01,1.554676266672221641e-01
