# log(rho), p(log(rho))
-4.605170185988090914e+00,2.029395156743125234e-03
-4.540633266464734419e+00,2.177844581142582801e-03
-4.476096346941377924e+00,2.324863080254659618e-03
-4.411559427418021428e+00,2.530484783447984384e-03
-4.347022507894664045e+00,2.686153423855452190e-03
-4.282485588371307550e+00,2.900424794320662601e-03
-4.217948668847951055e+00,3.141960955817487289e-03
-4.153411749324594560e+00,3.374185128533744443e-03
-4.088874829801238064e+00,3.552898215583143431e-03
-4.024337910277881569e+00,3.832380312052012083e-03
-3.959800990754524630e+00,4.225206999345173034e-03
-3.895264071231167691e+00,4.570115078341928025e-03
-3.830727151707811196e+00,4.765120516027798910e-03
-3.766190232184454700e+00,5.123731037761416682e-03
-3.701653312661098205e+00,5.329692597827516247e-03
-3.637116393137741266e+00,5.280633460447816015e-03
-3.572579473614384771e+00,5.205548773647328438e-03
-3.508042554091027831e+00,5.650325360586280765e-03
-3.443505634567671336e+00,6.019378039575789402e-03
-3.378968715044314841e+00,6.524390319153167139e-03
-3.314431795520958346e+00,6.806613451255012943e-03
-3.249894875997601851e+00,7.223128338835389968e-03
-3.185357956474244912e+00,7.694143384467162609e-03
-3.120821036950888416e+00,8.189100107958383057e-03
-3.056284117427531477e+00,8.607895838648354711e-03
-2.991747197904174982e+00,9.163722747312544326e-03
-2.927210278380818487e+00,9.770215098717827812e-03
-2.862673358857461992e+00,1.051615350569800114e-02
-2.798136439334105052e+00,1.098653308143809210e-02
-2.733599519810748557e+00,1.188188349246831026e-02
-2.669062600287391618e+00,1.270211330542940845e-02
-2.604525680764035123e+00,1.317394759457655648e-02
-2.539988761240678627e+00,1.393862347728881505e-02
-2.475451841717322132e+00,1.479166297637560593e-02
-2.410914922193965193e+00,1.530578373139765934e-02
-2.346378002670608698e+00,1.620662104592524369e-02
-2.281841083147252203e+00,1.681097170409295155e-02
-2.217304163623895263e+00,1.796953535575732813e-02
-2.152767244100538768e+00,1.902430022452379979e-02
-2.088230324577182273e+00,2.042534673389737390e-02
-2.023693405053825778e+00,2.133344313025085232e-02
-1.959156485530468839e+00,2.186152474359521342e-02
