# time, c_var
2.000000000000000042e-03,0.000000000000000000e+00
4.000000000000000083e-03,0.000000000000000000e+00
1.600000000000000033e-02,7.904333202993098584e-10
3.200000000000000067e-02,2.130082060583877662e-09
6.400000000000000133e-02,7.822572385198948912e-09
1.280000000000000027e-01,7.348707101741915249e-09
2.560000000000000053e-01,5.825328744304816606e-09
5.120000000000000107e-01,3.430557312805453773e-09
1.024000000000000021e+00,1.227600762928060606e-09
