# vs,max_surftimeconst,max_average_velocity_axis
4.000000000000000000e+00,0.000000000000000000e+00,7.487479269164122320e-01
8.000000000000000000e+00,0.000000000000000000e+00,1.618233286489077383e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.620269754259641148e-01
