# pos_1,max_average_velocity_axis,parameter
1.389139705019461386e-03,2.418185860382381092e-01,2.500000000000000000e-01
2.470278535103650856e-03,3.209933727810660442e-01,2.500000000000000000e-01
4.392845456035934966e-03,3.963915453915454745e-01,0.000000000000000000e+00
7.811706625951745156e-03,3.977570850202424846e-01,0.000000000000000000e+00
1.389139705019461560e-02,4.164517921103291220e-01,0.000000000000000000e+00
2.470278535103651030e-02,4.106596100278560035e-01,0.000000000000000000e+00
4.392845456035934792e-02,3.964529184635455228e-01,0.000000000000000000e+00
7.811706625951746197e-02,3.986026855980255856e-01,0.000000000000000000e+00
1.389139705019461490e-01,4.035915267640118875e-01,2.500000000000000000e-01
2.470278535103651030e-01,4.107755987215362392e-01,2.500000000000000000e-01
4.392845456035935348e-01,4.089143591584756265e-01,2.500000000000000000e-01
7.811706625951745364e-01,4.077453831207785151e-01,2.500000000000000000e-01
