# pos_1,average_velocity_axis
1.389139705019461386e-03,3.311683663797997113e-02
2.470278535103650856e-03,3.424172099087381682e-02
4.392845456035934966e-03,3.541218627655973172e-02
7.811706625951745156e-03,3.258064966046687189e-02
1.389139705019461560e-02,3.092300157876089889e-02
2.470278535103651030e-02,3.924597732784304571e-02
4.392845456035934792e-02,4.984188433554295750e-02
7.811706625951746197e-02,6.000558795884921442e-02
1.389139705019461490e-01,6.750497494263484055e-02
2.470278535103651030e-01,7.080336302188397490e-02
4.392845456035935348e-01,6.940591448405111774e-02
7.811706625951745364e-01,6.532220672744584733e-02
