# pos_1,concentration
1.389139705019461386e-03,8.038699249835888905e-01
2.470278535103650856e-03,9.606047176538677901e-01
4.392845456035934966e-03,7.943937204552604658e-01
7.811706625951745156e-03,9.649161017647983618e-01
1.389139705019461560e-02,1.235950009662267535e+00
2.470278535103651030e-02,9.945084135710634543e-01
4.392845456035934792e-02,9.056088413189967712e-01
7.811706625951746197e-02,9.631292200948634585e-01
1.389139705019461490e-01,1.002827731417026857e+00
2.470278535103651030e-01,1.002984337550361982e+00
4.392845456035935348e-01,1.008244510001816696e+00
7.811706625951745364e-01,1.003155369501403271e+00
