# pos_1,average_velocity_axis
1.389139705019461386e-03,6.958725071225060899e-02
2.470278535103650856e-03,8.299972541482103505e-02
4.392845456035934966e-03,7.140554056721680476e-02
7.811706625951745156e-03,6.175262673517900591e-02
1.389139705019461560e-02,5.679390100867952318e-02
2.470278535103651030e-02,5.750084024956372830e-02
4.392845456035934792e-02,7.228539676792643254e-02
7.811706625951746197e-02,8.789463410545843292e-02
1.389139705019461490e-01,1.030502227781159019e-01
2.470278535103651030e-01,1.214687037083620191e-01
4.392845456035935348e-01,1.457565505855711874e-01
7.811706625951745364e-01,1.713973297048112243e-01
