# pos_1,concentration
1.389139705019461386e-03,8.035557169140987721e-01
2.470278535103650856e-03,6.778088800706327799e-01
4.392845456035934966e-03,1.143479831534118141e+00
7.811706625951745156e-03,5.001313051725924108e-01
1.389139705019461560e-02,9.240890744512132438e-01
2.470278535103651030e-02,7.229961387420084096e-01
4.392845456035934792e-02,1.029131848380706149e+00
7.811706625951746197e-02,9.931178774141478094e-01
1.389139705019461490e-01,9.040001815283608133e-01
2.470278535103651030e-01,1.082234845179443905e+00
4.392845456035935348e-01,1.060895177034431924e+00
7.811706625951745364e-01,9.738270985003478764e-01
