# pos_1,average_velocity_axis
1.389139705019461386e-03,6.789196197061424243e-02
2.470278535103650856e-03,7.587784575268591292e-02
4.392845456035934966e-03,7.011250869098066552e-02
7.811706625951745156e-03,6.893738514045577581e-02
1.389139705019461560e-02,7.663844535548518244e-02
2.470278535103651030e-02,7.561757297377391662e-02
4.392845456035934792e-02,1.111747362297382524e-01
7.811706625951746197e-02,1.059704817533970167e-01
1.389139705019461490e-01,1.147500978708574232e-01
2.470278535103651030e-01,1.329398039082661243e-01
4.392845456035935348e-01,1.714362930684374953e-01
7.811706625951745364e-01,2.478985322130001778e-01
