# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,2.259362933568775933e-01
4.392845456035934966e-03,3.176332865372550329e-01
7.811706625951745156e-03,5.358549698277775830e-01
1.389139705019461560e-02,8.236446098369509805e-01
2.470278535103651030e-02,8.867999514257448590e-01
4.392845456035934792e-02,1.006897518323098373e+00
7.811706625951746197e-02,1.085999405517629190e+00
1.389139705019461490e-01,1.202320241432719872e+00
2.470278535103651030e-01,1.005416505438105457e+00
4.392845456035935348e-01,1.001815385738502373e+00
7.811706625951745364e-01,9.740057168236238017e-01
