# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,2.189528079258468818e+00
4.392845456035934792e-02,1.641682828842248698e+00
7.811706625951746197e-02,1.269380884080913097e+00
1.389139705019461490e-01,1.168077810314221532e+00
2.470278535103651030e-01,1.277224712900773440e+00
4.392845456035935348e-01,1.067093838747461998e+00
7.811706625951745364e-01,7.847081828863826658e-01
