# pos_1,concentration
1.389139705019461386e-03,2.007947478271048525e-01
2.470278535103650856e-03,4.516607383374243168e-01
4.392845456035934966e-03,3.809812471996780192e-01
7.811706625951745156e-03,6.605779565540615961e-01
1.389139705019461560e-02,9.035763652219716002e-01
2.470278535103651030e-02,8.694469212995420415e-01
4.392845456035934792e-02,9.207046807325551807e-01
7.811706625951746197e-02,1.021217813916008854e+00
1.389139705019461490e-01,1.007989634092065989e+00
2.470278535103651030e-01,1.010026326107065220e+00
4.392845456035935348e-01,1.038808867364455546e+00
7.811706625951745364e-01,9.940805573224364977e-01
