# pos_1,average_velocity_axis
1.389139705019461386e-03,2.743560783265348163e-02
2.470278535103650856e-03,2.664352559115268707e-02
4.392845456035934966e-03,2.771614215086913927e-02
7.811706625951745156e-03,2.631104729357716318e-02
1.389139705019461560e-02,2.547632702451355785e-02
2.470278535103651030e-02,3.200131555034765873e-02
4.392845456035934792e-02,4.076990870401574901e-02
7.811706625951746197e-02,4.781678261716484218e-02
1.389139705019461490e-01,5.309355451964337808e-02
2.470278535103651030e-01,5.833656029815054156e-02
4.392845456035935348e-01,6.257776403235794371e-02
7.811706625951745364e-01,6.307259822470716315e-02
