# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,4.083582915964387716e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,1.937013454289914893e+00
2.470278535103651030e-02,1.089262712796926769e+00
4.392845456035934792e-02,1.429254020587535701e+00
7.811706625951746197e-02,1.033365342819637656e+00
1.389139705019461490e-01,1.162208072573948980e+00
2.470278535103651030e-01,8.351014131443104116e-01
4.392845456035935348e-01,1.204656960209494754e+00
7.811706625951745364e-01,8.611377856830315647e-01
