# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,1.148183714244042086e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,1.452350283729235469e+00
4.392845456035934792e-02,8.167165831928775432e-01
7.811706625951746197e-02,1.263002085668446295e+00
1.389139705019461490e-01,7.748053817159659129e-01
2.470278535103651030e-01,1.670202826288620823e+00
4.392845456035935348e-01,8.983882415121654530e-01
7.811706625951745364e-01,8.841014599679123398e-01
