# pos_1,average_velocity_axis
1.389139705019461386e-03,9.233555506993190720e-02
2.470278535103650856e-03,1.023361746361746011e-01
4.392845456035934966e-03,9.498179072659380939e-02
7.811706625951745156e-03,8.238215007894567066e-02
1.389139705019461560e-02,7.040964812080330315e-02
2.470278535103651030e-02,7.215807244827902867e-02
4.392845456035934792e-02,8.748307166820580572e-02
7.811706625951746197e-02,1.147537754660648002e-01
1.389139705019461490e-01,1.380075454452788508e-01
2.470278535103651030e-01,1.657476217159437604e-01
4.392845456035935348e-01,1.874547296719062117e-01
7.811706625951745364e-01,1.954422976935144274e-01
