# pos_1,concentration
1.389139705019461386e-03,1.207221037906962557e+00
2.470278535103650856e-03,6.788702782542699321e-01
4.392845456035934966e-03,1.272522706352823940e+00
7.811706625951745156e-03,1.001828947035358963e+00
1.389139705019461560e-02,8.852954277984389497e-01
2.470278535103651030e-02,9.730473988311203470e-01
4.392845456035934792e-02,1.119819981590484792e+00
7.811706625951746197e-02,9.588934207338435378e-01
1.389139705019461490e-01,9.939453212100656243e-01
2.470278535103651030e-01,1.000202209961290833e+00
4.392845456035935348e-01,9.798424838916743873e-01
7.811706625951745364e-01,1.013994012820788271e+00
