# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,2.319680803396592328e+00
1.389139705019461560e-02,6.522261885003266535e-01
2.470278535103651030e-02,1.100321217495372705e+00
4.392845456035934792e-02,6.187560915814059870e-01
7.811706625951746197e-02,1.507792522207785035e+00
1.389139705019461490e-01,9.131166639004573149e-01
2.470278535103651030e-01,1.210353339244909732e+00
4.392845456035935348e-01,1.216886980110098770e+00
7.811706625951745364e-01,8.002898771718243154e-01
