# pos_1,average_velocity_axis
1.389139705019461386e-03,8.005948744812054763e-01
2.470278535103650856e-03,7.774866128346777927e-01
4.392845456035934966e-03,8.293684210526358624e-01
7.811706625951745156e-03,8.025008976660669147e-01
1.389139705019461560e-02,7.956304004214971304e-01
2.470278535103651030e-02,nan
4.392845456035934792e-02,8.028535688295344031e-01
7.811706625951746197e-02,8.004754773250338795e-01
1.389139705019461490e-01,7.980038953951525960e-01
2.470278535103651030e-01,8.007949257976313406e-01
4.392845456035935348e-01,8.014345184721628490e-01
7.811706625951745364e-01,7.994204673641623904e-01
