# pos_1,average_velocity_axis
1.389139705019461386e-03,1.947208152183669064e-02
2.470278535103650856e-03,1.836829167242100963e-02
4.392845456035934966e-03,2.230907694471183714e-02
7.811706625951745156e-03,2.143167266947020727e-02
1.389139705019461560e-02,2.118958644279434964e-02
2.470278535103651030e-02,2.980936283413054486e-02
4.392845456035934792e-02,3.670552316742280857e-02
7.811706625951746197e-02,4.150165961551812582e-02
1.389139705019461490e-01,4.264434978452022462e-02
2.470278535103651030e-01,4.596352366753093943e-02
4.392845456035935348e-01,5.027642168595030520e-02
7.811706625951745364e-01,5.535607431361599245e-02
