# pos_1,average_velocity_axis
1.389139705019461386e-03,1.009033044420354491e-01
2.470278535103650856e-03,1.151977066411843525e-01
4.392845456035934966e-03,1.021061821613966358e-01
7.811706625951745156e-03,1.024440236686402078e-01
1.389139705019461560e-02,9.743899089680786718e-02
2.470278535103651030e-02,9.467080352597583015e-02
4.392845456035934792e-02,1.108188796460274628e-01
7.811706625951746197e-02,1.205590780087323621e-01
1.389139705019461490e-01,1.450158939897698562e-01
2.470278535103651030e-01,1.826761449246245839e-01
4.392845456035935348e-01,2.322630638920479274e-01
7.811706625951745364e-01,3.164984833963538913e-01
