# pos_1,concentration
1.389139705019461386e-03,6.456711514299717791e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,1.291342302859943336e+00
2.470278535103651030e-02,7.261751418646177347e-01
4.392845456035934792e-02,1.837612312183974250e+00
7.811706625951746197e-02,1.263002085668446295e+00
1.389139705019461490e-01,1.807879224003920537e+00
2.470278535103651030e-01,1.089262712796926547e+00
4.392845456035935348e-01,9.800598998314532517e-01
7.811706625951745364e-01,7.807649256859485742e-01
